"Algorithm","Run_ID","Repeat","Fold_ID","Fold_Number","Grid_Mean","Grid_SD","Threshold_P90","Threshold_P95","Threshold_P99","Threshold_Mean_Plus_2SD"
"XGBoost","Repeat_07_Fold_05",7,"Fold_05",5,0.0594099826453263,0.181819126956638,0.115908414125443,0.437856046855447,0.955492734909058,0.423048236558602
"XGBoost","Repeat_08_Fold_01",8,"Fold_01",1,0.0815993470783966,0.226423133526273,0.186258286237717,0.794022932648658,0.97723925113678,0.534445614130942
"XGBoost","Repeat_08_Fold_02",8,"Fold_02",2,0.113656765873699,0.238318639139078,0.430268287658691,0.793058514595032,0.957631730437279,0.590294044151855
"XGBoost","Repeat_08_Fold_03",8,"Fold_03",3,0.0983883142024085,0.216503038196779,0.267973214387894,0.724097904562948,0.985595941543579,0.531394390595967
"XGBoost","Repeat_08_Fold_04",8,"Fold_04",4,0.0995520743806264,0.229118602272455,0.323616778850556,0.860951900482178,0.979547202587128,0.557789278925536
"XGBoost","Repeat_08_Fold_05",8,"Fold_05",5,0.0649549094796142,0.182535149937903,0.16305547952652,0.534244358539581,0.915620975494385,0.43002520935542
"XGBoost","Repeat_09_Fold_01",9,"Fold_01",1,0.0692723015202743,0.200882314815005,0.133241118490696,0.638411384820936,0.942307591438293,0.471036931150284
"XGBoost","Repeat_09_Fold_02",9,"Fold_02",2,0.0814827612050188,0.218366066126414,0.267630904912949,0.736502110958099,0.967783438563347,0.518214893457847
"XGBoost","Repeat_09_Fold_03",9,"Fold_03",3,0.0746434911210235,0.206829391758739,0.105204656720161,0.642059114575385,0.978874623775482,0.488302274638501
"XGBoost","Repeat_09_Fold_04",9,"Fold_04",4,0.0542902140612083,0.185684975591108,0.0675948314368727,0.311333823204039,0.980154573917389,0.425660165243424
"XGBoost","Repeat_09_Fold_05",9,"Fold_05",5,0.0758569317446563,0.231565707522065,0.104435458779335,0.875938120484349,0.992138087749481,0.538988346788785
"XGBoost","Repeat_10_Fold_01",10,"Fold_01",1,0.0505185818692553,0.125858577153257,0.145560216903687,0.31219419836998,0.670527372360229,0.30223573617577
"XGBoost","Repeat_10_Fold_02",10,"Fold_02",2,0.0447657037411894,0.126193896415034,0.073753055930138,0.270784960687158,0.716214068531991,0.297153496571257
"XGBoost","Repeat_10_Fold_03",10,"Fold_03",3,0.0417288454191779,0.133610773299046,0.0663682669401169,0.168443381786346,0.849991849660874,0.308950392017271
"XGBoost","Repeat_10_Fold_04",10,"Fold_04",4,0.117641757290888,0.189441222651812,0.483234286308289,0.584247231483459,0.8127957457304,0.496524202594513
"XGBoost","Repeat_10_Fold_05",10,"Fold_05",5,0.0650163524201101,0.147719064843439,0.161583185195923,0.342484076321125,0.812837779521942,0.360454482106987
"XGBoost","Repeat_11_Fold_01",11,"Fold_01",1,0.0484396196039355,0.131582029304043,0.0996215954422951,0.281405000388622,0.772481499910355,0.311603678212021
"XGBoost","Repeat_11_Fold_02",11,"Fold_02",2,0.0590529015276115,0.134000809336422,0.0956513583660126,0.310553431510925,0.810106158256531,0.327054520200455
"XGBoost","Repeat_11_Fold_03",11,"Fold_03",3,0.0431764668331016,0.137189743860811,0.0597978308796883,0.207625657320023,0.918777577877045,0.317555954554723
"XGBoost","Repeat_11_Fold_04",11,"Fold_04",4,0.0426641740409832,0.142325002083426,0.0740306973457336,0.233170486986637,0.941464247107506,0.327314178207835
"XGBoost","Repeat_11_Fold_05",11,"Fold_05",5,0.0448427972491481,0.148044079060357,0.0653550699353218,0.218260663002728,0.887865188121796,0.340930955369863
"XGBoost","Repeat_12_Fold_01",12,"Fold_01",1,0.0401936166851435,0.13780852595791,0.0449117682874203,0.242453620582819,0.832765460014343,0.315810668600964
"XGBoost","Repeat_12_Fold_02",12,"Fold_02",2,0.0443032839560631,0.13600443543072,0.065928340703249,0.247967900335788,0.802853180766106,0.316312154817503
"XGBoost","Repeat_12_Fold_03",12,"Fold_03",3,0.0528307956579374,0.113987509982709,0.0967929884791374,0.254424493014812,0.678266187906265,0.280805815623354
"XGBoost","Repeat_12_Fold_04",12,"Fold_04",4,0.0570589597183668,0.164258158506994,0.0749787092208862,0.286995625495906,0.921084987521172,0.385575276732354
"XGBoost","Repeat_12_Fold_05",12,"Fold_05",5,0.0445094304371742,0.159232203446822,0.0387942269444466,0.25699046254158,0.907803208827972,0.362973837330818
"XGBoost","Repeat_13_Fold_01",13,"Fold_01",1,0.0879568879901975,0.190454239887927,0.310492157936096,0.605925142765045,0.902908802032471,0.468865367766051
"XGBoost","Repeat_13_Fold_02",13,"Fold_02",2,0.0604165813779885,0.152161813837814,0.140382735431195,0.393553407490253,0.804628828167915,0.364740209053616
"XGBoost","Repeat_13_Fold_03",13,"Fold_03",3,0.0798715828803446,0.183941738992281,0.210518702864647,0.613409295678136,0.867000643014908,0.447755060864906
"XGBoost","Repeat_13_Fold_04",13,"Fold_04",4,0.0581726521619566,0.157693513860061,0.194075310230255,0.362489213049412,0.901287580728531,0.373559679882079
"XGBoost","Repeat_13_Fold_05",13,"Fold_05",5,0.0730769425918697,0.183975238363488,0.201420426368713,0.568183204531665,0.907595705389977,0.441027419318846
"XGBoost","Repeat_14_Fold_01",14,"Fold_01",1,0.0461256732795543,0.125806600629149,0.0796339891850949,0.286552074551582,0.729072977304459,0.297738874537853
"XGBoost","Repeat_14_Fold_02",14,"Fold_02",2,0.0683184123022996,0.172860776380601,0.130867184698582,0.429296761751175,0.94340916633606,0.414039965063502
"XGBoost","Repeat_14_Fold_03",14,"Fold_03",3,0.0779302495888745,0.165969387628015,0.228780940175056,0.488722383975983,0.807186782360077,0.409869024844904
"XGBoost","Repeat_14_Fold_04",14,"Fold_04",4,0.0711022849028814,0.177081276176763,0.208634883165359,0.458182795345782,0.908193426728249,0.425264837256407
"XGBoost","Repeat_14_Fold_05",14,"Fold_05",5,0.0656301104815066,0.159282623040079,0.162811866402626,0.365283697843552,0.867145895957947,0.384195356561664
"XGBoost","Repeat_15_Fold_01",15,"Fold_01",1,0.0619449528554348,0.187661531353063,0.0935559570789337,0.470433443784714,0.97044837474823,0.437268015561561
"XGBoost","Repeat_15_Fold_02",15,"Fold_02",2,0.0600673722625894,0.185682601474051,0.0829944536089897,0.491125030815592,0.972051380872727,0.431432575210692
