"CellID","X","Y","RF_Mean_Probability","RF_SD_Probability","RF_Min_Probability","RF_Max_Probability","RF_Prediction_n","Final_Model","Final_Threshold_Method","Final_Threshold","Prospective_P90","Prospectivity_Class"
4615,532363.5791,4418564.11,0.054073911320648,0.0222132077452541,0,0.168997279670406,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4616,532388.5791,4418564.11,0.0618512853253409,0.0266971131473334,0,0.194997279670406,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4617,532413.5791,4418564.11,0.0811848518632766,0.0615617481479804,0,0.492333333333333,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4618,532438.5791,4418564.11,0.0819841287872075,0.0723601417016832,0.005,0.5795,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4619,532463.5791,4418564.11,0.159833435842261,0.11473668198111,0.0425504128086745,0.639833333333333,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4620,532488.5791,4418564.11,0.124052321009777,0.100440693835802,0.0102727272727273,0.56645,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4621,532513.5791,4418564.11,0.0524290730991029,0.0514797753134848,0,0.416166666666667,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4622,532538.5791,4418564.11,0.0513989950993418,0.0512713461976879,0,0.411166666666667,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4623,532563.5791,4418564.11,0.0514956662150728,0.0510521078705651,0,0.403166666666667,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4624,532588.5791,4418564.11,0.0536191057236821,0.0514919222339403,0,0.402166666666667,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4625,532613.5791,4418564.11,0.0595147582032139,0.0517409574945943,0,0.385833333333333,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4626,532638.5791,4418564.11,0.0265494757502068,0.0144405200915985,0,0.110934682354225,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4627,532663.5791,4418564.11,0.0255970932890522,0.0143832810824389,0,0.112934682354225,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4628,532688.5791,4418564.11,0.0284990060538681,0.0151716659253147,0,0.112934682354225,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4629,532713.5791,4418564.11,0.0301033636919983,0.0135627651371901,0,0.116768015687558,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4630,532738.5791,4418564.11,0.0178544238427593,0.00842348898144381,0,0.042241726895249,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4631,532763.5791,4418564.11,0.0148262558683288,0.00718245177024799,0,0.0309641032258985,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4632,532788.5791,4418564.11,0.014662475198753,0.00716920018632372,0,0.0309641032258985,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4633,532813.5791,4418564.11,0.0148336576084253,0.00717995129679548,0,0.0309641032258985,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4634,532838.5791,4418564.11,0.0159491798289906,0.00771435909259795,0,0.0385432336606811,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4635,532863.5791,4418564.11,0.0144009194899786,0.0075365596946281,0,0.0438601677070269,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4636,532888.5791,4418564.11,0.012885959548246,0.00671913628681679,0,0.0353347299881971,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4637,532913.5791,4418564.11,0.0150001982038106,0.00750255248546104,0,0.0402756603373878,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4638,532938.5791,4418564.11,0.0108672717689548,0.0054707991917425,0,0.0282575283192553,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4639,532963.5791,4418564.11,0.00957890907889862,0.00472410636210186,0,0.0196880675854834,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4640,532988.5791,4418564.11,0.0105612311646444,0.00561206059044196,0,0.025508796414795,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4641,531013.5791,4418539.11,0.00428906915511142,0.00252645990731287,0,0.0111907304284413,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4642,531038.5791,4418539.11,0.005019403850183,0.00303114544518221,0,0.0171564519694171,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4643,531063.5791,4418539.11,0.00611435658382195,0.00388759900096386,0,0.0221955665664716,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4644,531088.5791,4418539.11,0.00599314172334579,0.00389234859796342,0,0.0221955665664716,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4645,531113.5791,4418539.11,0.00779957185901113,0.00451822982464653,0,0.0221955665664716,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4646,531138.5791,4418539.11,0.00804459744377895,0.0046573820830617,0,0.0221955665664716,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4647,531163.5791,4418539.11,0.0141680184107714,0.00693058042368222,0,0.0310941694104303,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4648,531188.5791,4418539.11,0.0137993425393263,0.00683117528275989,0,0.0319448330422567,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4649,531213.5791,4418539.11,0.0166043696139323,0.00830421833618641,0,0.0451875,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4650,531238.5791,4418539.11,0.0236346275762998,0.0138543062043643,0,0.0892790756522023,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4651,531263.5791,4418539.11,0.0304939975817252,0.0166258521707588,0,0.0932790756522023,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4652,531288.5791,4418539.11,0.0387535109878231,0.0189311293712491,0,0.0981124089855356,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4653,531313.5791,4418539.11,0.034438367000231,0.0177450234682167,0,0.100112408985536,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4654,531338.5791,4418539.11,0.0434948063528918,0.0208323082809262,0,0.114412408985536,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4655,531363.5791,4418539.11,0.0440563675208008,0.0215051100588415,0,0.114412408985536,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4656,531388.5791,4418539.11,0.0395489072777991,0.0194176511399471,0,0.0976124089855356,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4657,531413.5791,4418539.11,0.0377086794805112,0.0193060663458722,0,0.0996124089855356,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4658,531438.5791,4418539.11,0.0395863696063533,0.0197106687657403,0,0.105906059779186,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4659,531463.5791,4418539.11,0.046592812834963,0.0211767545564902,0,0.117706059779186,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4660,531488.5791,4418539.11,0.0816485008648799,0.0297435826445838,0,0.183797279670406,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4661,531513.5791,4418539.11,0.101324793413288,0.0361738985074977,0,0.20710527758415,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4662,531538.5791,4418539.11,0.0885926898649921,0.0338613715507106,0,0.191603602461887,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4663,531563.5791,4418539.11,0.092155606103145,0.0382021909538475,0.001,0.230804090862375,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4664,531588.5791,4418539.11,0.0942780098288937,0.0396623520128967,0.007,0.236861315821324,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4665,531613.5791,4418539.11,0.0997756615766651,0.0428674759939437,0.00608333333333333,0.258675993713326,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4666,531638.5791,4418539.11,0.116056701702585,0.0555727377110245,0.0197828004199967,0.348616666666667,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4667,531663.5791,4418539.11,0.220828178909733,0.137762763438441,0.0989415018911783,0.837,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4668,531688.5791,4418539.11,0.213034939586376,0.133865464613435,0.085,0.838,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4669,531713.5791,4418539.11,0.255455854282822,0.143204082666852,0.088,0.852333333333333,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4670,531738.5791,4418539.11,0.273253851250603,0.143783006526076,0.09,0.853333333333333,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4671,531763.5791,4418539.11,0.349093371763506,0.158676839788863,0.169903139791556,0.92635,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4672,531788.5791,4418539.11,0.293150095508646,0.132516930896104,0.150926270221894,0.823283333333333,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4673,531813.5791,4418539.11,0.299170080709142,0.14368999765875,0.0969673091431753,0.825583333333333,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4674,531838.5791,4418539.11,0.295379295797851,0.147484783045428,0.0963387377146039,0.8242,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4675,531863.5791,4418539.11,0.315410036811209,0.154318635570495,0.0764715379943008,0.8242,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4676,531888.5791,4418539.11,0.301053782819419,0.148984826830898,0.0641286808514436,0.81595,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4677,531913.5791,4418539.11,0.313263207902787,0.151167612948073,0.0830453475181103,0.81655,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4678,531938.5791,4418539.11,0.359112545919628,0.173130548036724,0.0587907298237878,0.832,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4679,531963.5791,4418539.11,0.160968801413447,0.100731879469253,0.0489183562604426,0.598,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4680,531988.5791,4418539.11,0.106749922826633,0.0627178179387523,0,0.425,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4681,532013.5791,4418539.11,0.11130329386692,0.0632427225795117,0,0.427,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4682,532038.5791,4418539.11,0.114639365890966,0.0614316772879018,0,0.427,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4683,532063.5791,4418539.11,0.107071124886963,0.0648278396464764,0,0.437,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4684,532088.5791,4418539.11,0.136468153519374,0.086549136709373,0.0414219862918679,0.6,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4685,532113.5791,4418539.11,0.22912936774598,0.150865039476468,0.0722289144034359,0.80175,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4686,532138.5791,4418539.11,0.248562059993094,0.156876770486776,0.0506532463260749,0.80375,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4687,532163.5791,4418539.11,0.251715541099434,0.155446723758024,0.0507961034689321,0.80275,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4688,532188.5791,4418539.11,0.241636670821517,0.155621325568521,0.0487961034689321,0.80275,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4689,532213.5791,4418539.11,0.224983014010058,0.15256678129466,0.04706287721243,0.80075,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4690,532238.5791,4418539.11,0.191310154589204,0.148121156550377,0.045878640759228,0.8,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4691,532263.5791,4418539.11,0.168812473536846,0.122957881289281,0.0503389582195454,0.725,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4692,532288.5791,4418539.11,0.0925971654423475,0.0611298950434636,0,0.484,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4693,532313.5791,4418539.11,0.0429359477915932,0.0155195536454467,0,0.0905996691565523,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4694,532338.5791,4418539.11,0.0583204558737421,0.0236750128278427,0,0.199797279670406,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4695,532363.5791,4418539.11,0.0537390786721494,0.0221802631569111,0,0.180997279670406,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4696,532388.5791,4418539.11,0.0629613456067007,0.0237369588683911,0,0.187997279670406,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4697,532413.5791,4418539.11,0.0950316900376808,0.0605059319953328,0,0.499333333333333,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4698,532438.5791,4418539.11,0.0979556685978268,0.0601672632053065,0,0.503333333333333,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4699,532463.5791,4418539.11,0.140415934913549,0.104084014007837,0.0439501454289954,0.6125,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4700,532488.5791,4418539.11,0.0762367021998584,0.0712393311114365,0.012,0.566666666666667,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4701,532513.5791,4418539.11,0.0551578790466442,0.0518540912760432,0,0.414166666666667,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4702,532538.5791,4418539.11,0.0536266547584987,0.0511523808538178,0,0.406166666666667,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4703,532563.5791,4418539.11,0.0556682980607281,0.0516692269516402,0,0.403166666666667,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4704,532588.5791,4418539.11,0.0618291917915279,0.0532161490476577,0,0.401,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4705,532613.5791,4418539.11,0.0600887394572004,0.0529715898904897,0,0.394,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4706,532638.5791,4418539.11,0.0256908022867459,0.0154876704486922,0,0.134934682354225,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4707,532663.5791,4418539.11,0.026261468713809,0.0153754842551259,0,0.129768015687558,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4708,532688.5791,4418539.11,0.0321304065124314,0.0177827643280638,0,0.147434682354225,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4709,532713.5791,4418539.11,0.0295293516112471,0.0154262405503794,0,0.119689890687558,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4710,532738.5791,4418539.11,0.0275746991395591,0.0146538562846417,0,0.107689890687558,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4711,532763.5791,4418539.11,0.0161421773180039,0.00746324196269347,0,0.0360813546642131,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4712,532788.5791,4418539.11,0.0146195608405833,0.00711633637427685,0,0.0309641032258985,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4713,532813.5791,4418539.11,0.0146150329986046,0.00710481269024431,0,0.0309641032258985,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4714,532838.5791,4418539.11,0.0143177027016211,0.00697040013672221,0,0.0289263253531985,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4715,532863.5791,4418539.11,0.0158511742329415,0.00757370698790825,0,0.0397163088737079,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4716,532888.5791,4418539.11,0.0129257787273515,0.00683248874641909,0,0.0407163088737079,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4717,532913.5791,4418539.11,0.0132666598113174,0.00688368091947265,0,0.0344660705679072,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4718,532938.5791,4418539.11,0.0164585537054588,0.0085835647409667,0,0.0378346914922898,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4719,532963.5791,4418539.11,0.0105586274608266,0.00550581229083352,0,0.0263183202243188,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4720,532988.5791,4418539.11,0.0119439511708161,0.0060652075862134,0,0.0282539585187316,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4721,531013.5791,4418514.11,0.00624689698406358,0.0039746980165568,0,0.0195955665664716,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4722,531038.5791,4418514.11,0.00623770085611745,0.00399480783324881,0,0.0195955665664716,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4723,531063.5791,4418514.11,0.00633038962475622,0.00421216000427708,0,0.0251875,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4724,531088.5791,4418514.11,0.00637539557713717,0.00423151936262845,0,0.0251875,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4725,531113.5791,4418514.11,0.00638589663462927,0.00436208565731029,0,0.0251875,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4726,531138.5791,4418514.11,0.0152594076805736,0.00738561974800454,0,0.0352497249659858,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4727,531163.5791,4418514.11,0.0152128087390088,0.00763754893589396,0,0.0403743068347682,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4728,531188.5791,4418514.11,0.0155568840471085,0.00826272049305387,0,0.0417930064414377,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4729,531213.5791,4418514.11,0.0195237543888716,0.0112235364566236,0,0.0633227337843054,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4730,531238.5791,4418514.11,0.0395177232098449,0.0188565300221389,0,0.0932790756522023,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4731,531263.5791,4418514.11,0.0313868939149793,0.0169622675140592,0,0.0922790756522023,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4732,531288.5791,4418514.11,0.0319064470941206,0.016939195302377,0,0.100112408985536,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4733,531313.5791,4418514.11,0.0435560011960843,0.0207457713255593,0,0.121612408985536,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4734,531338.5791,4418514.11,0.0405006315939223,0.0202214317224976,0,0.104412408985536,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4735,531363.5791,4418514.11,0.0413334661230535,0.0198188450215128,0,0.103412408985536,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4736,531388.5791,4418514.11,0.0381788203815002,0.0193166361443997,0,0.0986124089855356,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4737,531413.5791,4418514.11,0.0410918464864946,0.0195660447672586,0,0.104906059779186,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4738,531438.5791,4418514.11,0.0414484359481735,0.0194723221822136,0,0.104906059779186,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4739,531463.5791,4418514.11,0.0501707542096074,0.0222525163981014,0,0.124214206971007,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4740,531488.5791,4418514.11,0.0850069459591437,0.0308594380527617,0,0.170797279670406,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4741,531513.5791,4418514.11,0.0802207217610596,0.0318947012752732,0,0.180833147916432,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4742,531538.5791,4418514.11,0.076823296542613,0.0317792946661356,0,0.190803602461887,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4743,531563.5791,4418514.11,0.075923673354976,0.0325682672350668,0,0.182820754135208,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4744,531588.5791,4418514.11,0.0758223766768421,0.0344527294286872,0.00108333333333333,0.174455510322086,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4745,531613.5791,4418514.11,0.0903010820716954,0.0392636776747866,0.003,0.22353595799159,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4746,531638.5791,4418514.11,0.111341795310843,0.0541437752096299,0.0137828004199967,0.344116666666667,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4747,531663.5791,4418514.11,0.217754881104108,0.137703950878374,0.0957777435363495,0.837,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4748,531688.5791,4418514.11,0.219219628839115,0.13411744057368,0.084,0.837,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4749,531713.5791,4418514.11,0.219020910713751,0.133644761419602,0.084,0.838,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4750,531738.5791,4418514.11,0.251645342255162,0.142388453817076,0.086,0.852333333333333,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4751,531763.5791,4418514.11,0.3613482794133,0.16672441738816,0.176577178887244,0.945016666666666,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4752,531788.5791,4418514.11,0.315173566234257,0.147476552773518,0.121738872640524,0.82935,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4753,531813.5791,4418514.11,0.318587181851996,0.148265819999992,0.114468135222726,0.823833333333333,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4754,531838.5791,4418514.11,0.312864554740281,0.151188035155505,0.0923387377146039,0.824333333333333,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4755,531863.5791,4418514.11,0.318243469248762,0.158877181501114,0.0859715379943008,0.845,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4756,531888.5791,4418514.11,0.295781521701787,0.150012289496462,0.0651286808514436,0.81595,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4757,531913.5791,4418514.11,0.3194591232965,0.154156936946655,0.0651286808514436,0.81555,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4758,531938.5791,4418514.11,0.323630092167936,0.164354612303617,0.0597815376167228,0.815,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4759,531963.5791,4418514.11,0.203841108683814,0.13778617038579,0.0602748986687141,0.8,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4760,531988.5791,4418514.11,0.135803403789449,0.0763385919250099,0.017,0.59,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4761,532013.5791,4418514.11,0.164798755044659,0.0769293566150947,0.002,0.547,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4762,532038.5791,4418514.11,0.204028705933325,0.0867412461567564,0.086215938526743,0.626,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4763,532063.5791,4418514.11,0.129070756472649,0.0761840069255902,0,0.4985,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4764,532088.5791,4418514.11,0.157407817734636,0.0923439048386911,0.0403852267279024,0.659,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4765,532113.5791,4418514.11,0.26227183896282,0.154328265369489,0.0807350016123822,0.80475,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4766,532138.5791,4418514.11,0.276777148495725,0.152341191081705,0.0824557808331615,0.80375,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4767,532163.5791,4418514.11,0.261607241319789,0.15112911732322,0.0731263769678118,0.80375,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4768,532188.5791,4418514.11,0.251568802992492,0.152574638494415,0.070145545895537,0.80275,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4769,532213.5791,4418514.11,0.253243509679692,0.151558812166021,0.0729788792288704,0.80275,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4770,532238.5791,4418514.11,0.215776477513581,0.149875489481448,0.0526653076870714,0.80475,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4771,532263.5791,4418514.11,0.142514156669307,0.109695879316287,0.036961168703606,0.614,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4772,532288.5791,4418514.11,0.0927666310584236,0.0606393104610717,0,0.477,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4773,532313.5791,4418514.11,0.0396926860458459,0.0168575194013757,0,0.090266335823219,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4774,532338.5791,4418514.11,0.0380555825294785,0.0167684654180485,0,0.0905996691565523,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4775,532363.5791,4418514.11,0.037230607025794,0.0165141243874554,0,0.0897425262994095,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4776,532388.5791,4418514.11,0.0379752494629305,0.0164586823344092,0,0.0918837271275668,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4777,532413.5791,4418514.11,0.0560639771834078,0.0212591976300339,0,0.151922279670406,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4778,532438.5791,4418514.11,0.090083976931509,0.0585520622784422,0,0.488333333333333,150,"RF","P90",0.0831089141044258,1,"Prospective_P90"
4779,532463.5791,4418514.11,0.0825640819484239,0.0585556822459914,0,0.485666666666667,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4780,532488.5791,4418514.11,0.0829415278791218,0.0582777258486697,0,0.4845,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4781,532513.5791,4418514.11,0.0406944037637157,0.0202577312158386,0,0.101,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4782,532538.5791,4418514.11,0.0288900557639231,0.0122969372899662,0,0.065586003213472,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4783,532563.5791,4418514.11,0.0600772954243316,0.0533112926416038,0,0.3885,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4784,532588.5791,4418514.11,0.0585423826940289,0.0534844914049811,0,0.395,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4785,532613.5791,4418514.11,0.0608510075500245,0.0536855822294357,0,0.397,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4786,532638.5791,4418514.11,0.0450527770819238,0.0262355455902534,0,0.156333333333333,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4787,532663.5791,4418514.11,0.0646935723356597,0.0373149448249376,0.002,0.243,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4788,532688.5791,4418514.11,0.0459248479900988,0.0256099577215634,0,0.149333333333333,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4789,532713.5791,4418514.11,0.0247243518204285,0.0148189240654363,0,0.121856557354225,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4790,532738.5791,4418514.11,0.023922059024038,0.0141362607686734,0,0.111523224020891,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4791,532763.5791,4418514.11,0.0286144346286469,0.0154919023917807,0,0.111689890687558,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4792,532788.5791,4418514.11,0.0159084548114664,0.00740252489520921,0,0.0347732897348304,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4793,532813.5791,4418514.11,0.0142411091012073,0.00699481753225019,0,0.0289264666785631,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4794,532838.5791,4418514.11,0.0140526377010902,0.00685688140522658,0,0.0288596586865318,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4795,532863.5791,4418514.11,0.0145418996566875,0.00714779336494325,0,0.034399374827362,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4796,532888.5791,4418514.11,0.0161574197667142,0.00877601777217174,0,0.0464307921337834,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4797,532913.5791,4418514.11,0.0135815401327304,0.00752256446321479,0,0.0385138871613161,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4798,532938.5791,4418514.11,0.0198949923423745,0.00991555778772797,0,0.0506802457865546,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4799,532963.5791,4418514.11,0.0124789168647026,0.00631638069154552,0,0.0282539585187316,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4800,532988.5791,4418514.11,0.0119864025912223,0.00607170233288419,0,0.0282539585187316,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4801,531013.5791,4418489.11,0.00632803783302943,0.00402525229842088,0,0.0199839594236145,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4802,531038.5791,4418489.11,0.00639414760928814,0.00420815941745887,0,0.0220903424023379,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4803,531063.5791,4418489.11,0.00664226809283658,0.00443257241989416,0,0.0251875,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4804,531088.5791,4418489.11,0.0070284831429522,0.00509521819198872,0,0.0361875,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4805,531113.5791,4418489.11,0.00762847467173759,0.00551773146148765,0,0.0351875,150,"RF","P90",0.0831089141044258,0,"Below_P90"
4806,531138.5791,4418489.11,0.0268920828953551,0.0149539642928144,0,0.0962790756522023,150,"RF","P90",0.0831089141044258,0,"Below_P90"
