"CellID","X","Y","RF_Mean_Probability","RF_SD_Probability","RF_Min_Probability","RF_Max_Probability","RF_Prediction_n","Final_Model","Final_Threshold_Method","Final_Threshold","Prospective_P90","Prospectivity_Class"
685,532113.5791,4419789.11,0.00890416161713258,0.00588818517418996,0,0.0419221362546747,150,"RF","P90",0.0831089141044258,0,"Below_P90"
686,532138.5791,4419789.11,0.00890416161713258,0.00588818517418996,0,0.0419221362546747,150,"RF","P90",0.0831089141044258,0,"Below_P90"
687,532163.5791,4419789.11,0.00815930249387038,0.00406933884824753,0,0.0157870049584032,150,"RF","P90",0.0831089141044258,0,"Below_P90"
688,532188.5791,4419789.11,0.00815930249387038,0.00406933884824753,0,0.0157870049584032,150,"RF","P90",0.0831089141044258,0,"Below_P90"
689,532213.5791,4419789.11,0.0167538181341852,0.0105023444113123,0,0.0477811850598319,150,"RF","P90",0.0831089141044258,0,"Below_P90"
690,532238.5791,4419789.11,0.0167538181341852,0.0105023444113123,0,0.0477811850598319,150,"RF","P90",0.0831089141044258,0,"Below_P90"
691,532263.5791,4419789.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
692,532288.5791,4419789.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
693,532313.5791,4419789.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
694,532338.5791,4419789.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
695,532363.5791,4419789.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
696,532388.5791,4419789.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
697,532413.5791,4419789.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
698,532438.5791,4419789.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
699,532463.5791,4419789.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
700,532488.5791,4419789.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
701,532513.5791,4419789.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
702,532538.5791,4419789.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
703,532563.5791,4419789.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
704,532588.5791,4419789.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
705,532613.5791,4419789.11,0.0127740130345106,0.00578623322365092,0,0.0278553014967563,150,"RF","P90",0.0831089141044258,0,"Below_P90"
706,532638.5791,4419789.11,0.0127740130345106,0.00578623322365092,0,0.0278553014967563,150,"RF","P90",0.0831089141044258,0,"Below_P90"
707,532663.5791,4419789.11,0.00873427689799189,0.00430687142152028,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
708,532688.5791,4419789.11,0.0132623365709618,0.00589583219500411,0,0.0297715729306132,150,"RF","P90",0.0831089141044258,0,"Below_P90"
709,532713.5791,4419789.11,0.0132623365709618,0.00589583219500411,0,0.0297715729306132,150,"RF","P90",0.0831089141044258,0,"Below_P90"
710,532738.5791,4419789.11,0.00873427689799189,0.00430687142152028,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
711,532763.5791,4419789.11,0.00873427689799189,0.00430687142152028,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
712,532788.5791,4419789.11,0.00898719315079212,0.00435890475443336,0,0.0162460492664483,150,"RF","P90",0.0831089141044258,0,"Below_P90"
713,532813.5791,4419789.11,0.00891960957639618,0.0042947084712109,0,0.0157385289688753,150,"RF","P90",0.0831089141044258,0,"Below_P90"
714,532838.5791,4419789.11,0.00891960957639618,0.0042947084712109,0,0.0157385289688753,150,"RF","P90",0.0831089141044258,0,"Below_P90"
715,532863.5791,4419789.11,0.00882458848284005,0.00435071640127249,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
716,532888.5791,4419789.11,0.00882458848284005,0.00435071640127249,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
717,532913.5791,4419789.11,0.00948963614293802,0.00444721999365473,0,0.0184720996866164,150,"RF","P90",0.0831089141044258,0,"Below_P90"
718,532938.5791,4419789.11,0.00948963614293802,0.00444721999365473,0,0.0184720996866164,150,"RF","P90",0.0831089141044258,0,"Below_P90"
719,532963.5791,4419789.11,0.00948963614293802,0.00444721999365473,0,0.0184720996866164,150,"RF","P90",0.0831089141044258,0,"Below_P90"
720,532988.5791,4419789.11,0.0434724659371772,0.0505175125184215,0,0.377,150,"RF","P90",0.0831089141044258,0,"Below_P90"
721,531013.5791,4419764.11,0.00625468190623533,0.0040568120683245,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
722,531038.5791,4419764.11,0.00625468190623533,0.0040568120683245,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
723,531063.5791,4419764.11,0.00625468190623533,0.0040568120683245,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
724,531088.5791,4419764.11,0.00625468190623533,0.0040568120683245,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
725,531113.5791,4419764.11,0.00625468190623533,0.0040568120683245,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
726,531138.5791,4419764.11,0.00625468190623533,0.0040568120683245,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
727,531163.5791,4419764.11,0.00625468190623533,0.0040568120683245,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
728,531188.5791,4419764.11,0.00625468190623533,0.0040568120683245,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
729,531213.5791,4419764.11,0.00625579301734644,0.00406881224880626,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
730,531238.5791,4419764.11,0.00625579301734644,0.00406881224880626,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
731,531263.5791,4419764.11,0.00625579301734644,0.00406881224880626,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
732,531288.5791,4419764.11,0.00625579301734644,0.00406881224880626,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
733,531313.5791,4419764.11,0.0189373870123214,0.00948312172761525,0,0.0430592714189713,150,"RF","P90",0.0831089141044258,0,"Below_P90"
734,531338.5791,4419764.11,0.0189373870123214,0.00948312172761525,0,0.0430592714189713,150,"RF","P90",0.0831089141044258,0,"Below_P90"
735,531363.5791,4419764.11,0.0189373870123214,0.00948312172761525,0,0.0430592714189713,150,"RF","P90",0.0831089141044258,0,"Below_P90"
736,531388.5791,4419764.11,0.018962942567877,0.00949332531426882,0,0.0430592714189713,150,"RF","P90",0.0831089141044258,0,"Below_P90"
737,531413.5791,4419764.11,0.018962942567877,0.00949332531426882,0,0.0430592714189713,150,"RF","P90",0.0831089141044258,0,"Below_P90"
738,531438.5791,4419764.11,0.018962942567877,0.00949332531426882,0,0.0430592714189713,150,"RF","P90",0.0831089141044258,0,"Below_P90"
739,531463.5791,4419764.11,0.018962942567877,0.00949332531426882,0,0.0430592714189713,150,"RF","P90",0.0831089141044258,0,"Below_P90"
740,531488.5791,4419764.11,0.018962942567877,0.00949332531426882,0,0.0430592714189713,150,"RF","P90",0.0831089141044258,0,"Below_P90"
741,531513.5791,4419764.11,0.0419147438026823,0.0252268840018002,0,0.123191202063963,150,"RF","P90",0.0831089141044258,0,"Below_P90"
742,531538.5791,4419764.11,0.0420132892572277,0.0252177307360503,0,0.123191202063963,150,"RF","P90",0.0831089141044258,0,"Below_P90"
743,531563.5791,4419764.11,0.0428979788534862,0.0254841063027738,0,0.123191202063963,150,"RF","P90",0.0831089141044258,0,"Below_P90"
744,531588.5791,4419764.11,0.0417773946133793,0.0252096410624732,0,0.123191202063963,150,"RF","P90",0.0831089141044258,0,"Below_P90"
745,531613.5791,4419764.11,0.0204200451724674,0.0100522328604029,0,0.0494316315191352,150,"RF","P90",0.0831089141044258,0,"Below_P90"
746,531638.5791,4419764.11,0.0203274353307731,0.00993811184476319,0,0.0497649648524685,150,"RF","P90",0.0831089141044258,0,"Below_P90"
747,531663.5791,4419764.11,0.0213526055618331,0.0105432599280181,0,0.0512649648524686,150,"RF","P90",0.0831089141044258,0,"Below_P90"
748,531688.5791,4419764.11,0.031357915756277,0.0131944536675441,0,0.0665569876444914,150,"RF","P90",0.0831089141044258,0,"Below_P90"
749,531713.5791,4419764.11,0.0188295453429634,0.00970985273725082,0,0.0465729244337927,150,"RF","P90",0.0831089141044258,0,"Below_P90"
750,531738.5791,4419764.11,0.0177341699150444,0.0091904952174079,0,0.0444287086861756,150,"RF","P90",0.0831089141044258,0,"Below_P90"
751,531763.5791,4419764.11,0.0188107363004633,0.0102325797139693,0,0.0444287086861756,150,"RF","P90",0.0831089141044258,0,"Below_P90"
752,531788.5791,4419764.11,0.0223407303430662,0.0116206808768005,0,0.0554080369204379,150,"RF","P90",0.0831089141044258,0,"Below_P90"
753,531813.5791,4419764.11,0.0176398839969785,0.00921138836993792,0,0.0424950883247016,150,"RF","P90",0.0831089141044258,0,"Below_P90"
754,531838.5791,4419764.11,0.0264035748764448,0.0135251617306325,0,0.0518488130426703,150,"RF","P90",0.0831089141044258,0,"Below_P90"
755,531863.5791,4419764.11,0.0252839488104307,0.0185585505820573,0,0.0948786850387794,150,"RF","P90",0.0831089141044258,0,"Below_P90"
756,531888.5791,4419764.11,0.0233805777710751,0.0183900820824817,0,0.0904491684442628,150,"RF","P90",0.0831089141044258,0,"Below_P90"
757,531913.5791,4419764.11,0.022706674153252,0.018233535527659,0,0.0903777398728343,150,"RF","P90",0.0831089141044258,0,"Below_P90"
758,531938.5791,4419764.11,0.0224437636054665,0.018244861387219,0,0.0903777398728343,150,"RF","P90",0.0831089141044258,0,"Below_P90"
759,531963.5791,4419764.11,0.0222837636054665,0.0182691815864441,0,0.0903777398728343,150,"RF","P90",0.0831089141044258,0,"Below_P90"
760,531988.5791,4419764.11,0.0222142969387998,0.0182779413704955,0,0.0903777398728343,150,"RF","P90",0.0831089141044258,0,"Below_P90"
761,532013.5791,4419764.11,0.0222076302721331,0.0182855445709105,0,0.0903777398728343,150,"RF","P90",0.0831089141044258,0,"Below_P90"
762,532038.5791,4419764.11,0.00890416161713258,0.00588818517418996,0,0.0419221362546747,150,"RF","P90",0.0831089141044258,0,"Below_P90"
763,532063.5791,4419764.11,0.00890416161713258,0.00588818517418996,0,0.0419221362546747,150,"RF","P90",0.0831089141044258,0,"Below_P90"
764,532088.5791,4419764.11,0.00890416161713258,0.00588818517418996,0,0.0419221362546747,150,"RF","P90",0.0831089141044258,0,"Below_P90"
765,532113.5791,4419764.11,0.00890416161713258,0.00588818517418996,0,0.0419221362546747,150,"RF","P90",0.0831089141044258,0,"Below_P90"
766,532138.5791,4419764.11,0.00890416161713258,0.00588818517418996,0,0.0419221362546747,150,"RF","P90",0.0831089141044258,0,"Below_P90"
767,532163.5791,4419764.11,0.00815930249387038,0.00406933884824753,0,0.0157870049584032,150,"RF","P90",0.0831089141044258,0,"Below_P90"
768,532188.5791,4419764.11,0.00815930249387038,0.00406933884824753,0,0.0157870049584032,150,"RF","P90",0.0831089141044258,0,"Below_P90"
769,532213.5791,4419764.11,0.0167538181341852,0.0105023444113123,0,0.0477811850598319,150,"RF","P90",0.0831089141044258,0,"Below_P90"
770,532238.5791,4419764.11,0.0167538181341852,0.0105023444113123,0,0.0477811850598319,150,"RF","P90",0.0831089141044258,0,"Below_P90"
771,532263.5791,4419764.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
772,532288.5791,4419764.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
773,532313.5791,4419764.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
774,532338.5791,4419764.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
775,532363.5791,4419764.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
776,532388.5791,4419764.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
777,532413.5791,4419764.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
778,532438.5791,4419764.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
779,532463.5791,4419764.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
780,532488.5791,4419764.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
781,532513.5791,4419764.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
782,532538.5791,4419764.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
783,532563.5791,4419764.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
784,532588.5791,4419764.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
785,532613.5791,4419764.11,0.0127740130345106,0.00578623322365092,0,0.0278553014967563,150,"RF","P90",0.0831089141044258,0,"Below_P90"
786,532638.5791,4419764.11,0.00873427689799189,0.00430687142152028,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
787,532663.5791,4419764.11,0.0191659017115681,0.010270228354518,0,0.0836666666666667,150,"RF","P90",0.0831089141044258,0,"Below_P90"
788,532688.5791,4419764.11,0.0132623365709618,0.00589583219500411,0,0.0297715729306132,150,"RF","P90",0.0831089141044258,0,"Below_P90"
789,532713.5791,4419764.11,0.0132623365709618,0.00589583219500411,0,0.0297715729306132,150,"RF","P90",0.0831089141044258,0,"Below_P90"
790,532738.5791,4419764.11,0.00873427689799189,0.00430687142152028,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
791,532763.5791,4419764.11,0.00873427689799189,0.00430687142152028,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
792,532788.5791,4419764.11,0.00891960957639618,0.0042947084712109,0,0.0157385289688753,150,"RF","P90",0.0831089141044258,0,"Below_P90"
793,532813.5791,4419764.11,0.00891960957639618,0.0042947084712109,0,0.0157385289688753,150,"RF","P90",0.0831089141044258,0,"Below_P90"
794,532838.5791,4419764.11,0.00882458848284005,0.00435071640127249,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
795,532863.5791,4419764.11,0.00882458848284005,0.00435071640127249,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
796,532888.5791,4419764.11,0.00948963614293802,0.00444721999365473,0,0.0184720996866164,150,"RF","P90",0.0831089141044258,0,"Below_P90"
797,532913.5791,4419764.11,0.00948963614293802,0.00444721999365473,0,0.0184720996866164,150,"RF","P90",0.0831089141044258,0,"Below_P90"
798,532938.5791,4419764.11,0.00948963614293802,0.00444721999365473,0,0.0184720996866164,150,"RF","P90",0.0831089141044258,0,"Below_P90"
799,532963.5791,4419764.11,0.0434724659371772,0.0505175125184215,0,0.377,150,"RF","P90",0.0831089141044258,0,"Below_P90"
800,532988.5791,4419764.11,0.0434724659371772,0.0505175125184215,0,0.377,150,"RF","P90",0.0831089141044258,0,"Below_P90"
801,531013.5791,4419739.11,0.00624801523956867,0.00405335134506002,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
802,531038.5791,4419739.11,0.00625468190623533,0.0040568120683245,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
803,531063.5791,4419739.11,0.00625468190623533,0.0040568120683245,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
804,531088.5791,4419739.11,0.00625468190623533,0.0040568120683245,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
805,531113.5791,4419739.11,0.00625468190623533,0.0040568120683245,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
806,531138.5791,4419739.11,0.00625468190623533,0.0040568120683245,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
807,531163.5791,4419739.11,0.00625468190623533,0.0040568120683245,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
808,531188.5791,4419739.11,0.00625468190623533,0.0040568120683245,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
809,531213.5791,4419739.11,0.00625468190623533,0.0040568120683245,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
810,531238.5791,4419739.11,0.00625579301734644,0.00406881224880626,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
811,531263.5791,4419739.11,0.00625579301734644,0.00406881224880626,0,0.0174628272615387,150,"RF","P90",0.0831089141044258,0,"Below_P90"
812,531288.5791,4419739.11,0.0189373870123214,0.00948312172761525,0,0.0430592714189713,150,"RF","P90",0.0831089141044258,0,"Below_P90"
813,531313.5791,4419739.11,0.0189373870123214,0.00948312172761525,0,0.0430592714189713,150,"RF","P90",0.0831089141044258,0,"Below_P90"
814,531338.5791,4419739.11,0.0189373870123214,0.00948312172761525,0,0.0430592714189713,150,"RF","P90",0.0831089141044258,0,"Below_P90"
815,531363.5791,4419739.11,0.0189373870123214,0.00948312172761525,0,0.0430592714189713,150,"RF","P90",0.0831089141044258,0,"Below_P90"
816,531388.5791,4419739.11,0.0189373870123214,0.00948312172761525,0,0.0430592714189713,150,"RF","P90",0.0831089141044258,0,"Below_P90"
817,531413.5791,4419739.11,0.018962942567877,0.00949332531426882,0,0.0430592714189713,150,"RF","P90",0.0831089141044258,0,"Below_P90"
818,531438.5791,4419739.11,0.0189951647900992,0.00950448549447362,0,0.0430592714189713,150,"RF","P90",0.0831089141044258,0,"Below_P90"
819,531463.5791,4419739.11,0.0190637102446447,0.00953464673304781,0,0.0430592714189713,150,"RF","P90",0.0831089141044258,0,"Below_P90"
820,531488.5791,4419739.11,0.0190703769113113,0.0095391272297908,0,0.0430592714189713,150,"RF","P90",0.0831089141044258,0,"Below_P90"
821,531513.5791,4419739.11,0.0421175114794499,0.0252459380773743,0,0.123191202063963,150,"RF","P90",0.0831089141044258,0,"Below_P90"
822,531538.5791,4419739.11,0.0428979788534862,0.0254841063027738,0,0.123191202063963,150,"RF","P90",0.0831089141044258,0,"Below_P90"
823,531563.5791,4419739.11,0.0424408500331918,0.0253014221352502,0,0.123191202063963,150,"RF","P90",0.0831089141044258,0,"Below_P90"
824,531588.5791,4419739.11,0.0411082503126205,0.0251232784654758,0,0.123191202063963,150,"RF","P90",0.0831089141044258,0,"Below_P90"
825,531613.5791,4419739.11,0.0408924293699402,0.0250701970553948,0,0.123191202063963,150,"RF","P90",0.0831089141044258,0,"Below_P90"
826,531638.5791,4419739.11,0.0205334587863901,0.010021065028343,0,0.0512649648524686,150,"RF","P90",0.0831089141044258,0,"Below_P90"
827,531663.5791,4419739.11,0.0226793216449956,0.0110037427221368,0,0.060209409296913,150,"RF","P90",0.0831089141044258,0,"Below_P90"
828,531688.5791,4419739.11,0.024206104269328,0.0117876237233199,0,0.0532893380596164,150,"RF","P90",0.0831089141044258,0,"Below_P90"
829,531713.5791,4419739.11,0.0179926778137879,0.00938803785173672,0,0.0444287086861756,150,"RF","P90",0.0831089141044258,0,"Below_P90"
830,531738.5791,4419739.11,0.0177870262460495,0.00921808975194287,0,0.0444287086861756,150,"RF","P90",0.0831089141044258,0,"Below_P90"
831,531763.5791,4419739.11,0.0198028114471765,0.010837776847608,0,0.0509524458548848,150,"RF","P90",0.0831089141044258,0,"Below_P90"
832,531788.5791,4419739.11,0.0197523606381757,0.0103955631150962,0,0.0490229986318063,150,"RF","P90",0.0831089141044258,0,"Below_P90"
833,531813.5791,4419739.11,0.0179790076366916,0.00941068170469412,0,0.0448941759984184,150,"RF","P90",0.0831089141044258,0,"Below_P90"
834,531838.5791,4419739.11,0.0213869724296546,0.0128276645197406,0,0.0512590061804282,150,"RF","P90",0.0831089141044258,0,"Below_P90"
835,531863.5791,4419739.11,0.0248783768551436,0.0184804669107526,0,0.0934897961498906,150,"RF","P90",0.0831089141044258,0,"Below_P90"
836,531888.5791,4419739.11,0.0230434031060961,0.0182292317226511,0,0.0904491684442628,150,"RF","P90",0.0831089141044258,0,"Below_P90"
837,531913.5791,4419739.11,0.0226594519310298,0.0181754362775281,0,0.0903777398728343,150,"RF","P90",0.0831089141044258,0,"Below_P90"
838,531938.5791,4419739.11,0.0224304302721331,0.0182576854235078,0,0.0903777398728343,150,"RF","P90",0.0831089141044258,0,"Below_P90"
839,531963.5791,4419739.11,0.0222549636054665,0.0182505919317648,0,0.0903777398728343,150,"RF","P90",0.0831089141044258,0,"Below_P90"
840,531988.5791,4419739.11,0.0222142969387998,0.0182779413704955,0,0.0903777398728343,150,"RF","P90",0.0831089141044258,0,"Below_P90"
841,532013.5791,4419739.11,0.0221076302721331,0.0179767351142496,0,0.0903777398728343,150,"RF","P90",0.0831089141044258,0,"Below_P90"
842,532038.5791,4419739.11,0.00890416161713258,0.00588818517418996,0,0.0419221362546747,150,"RF","P90",0.0831089141044258,0,"Below_P90"
843,532063.5791,4419739.11,0.00890416161713258,0.00588818517418996,0,0.0419221362546747,150,"RF","P90",0.0831089141044258,0,"Below_P90"
844,532088.5791,4419739.11,0.00890416161713258,0.00588818517418996,0,0.0419221362546747,150,"RF","P90",0.0831089141044258,0,"Below_P90"
845,532113.5791,4419739.11,0.00890416161713258,0.00588818517418996,0,0.0419221362546747,150,"RF","P90",0.0831089141044258,0,"Below_P90"
846,532138.5791,4419739.11,0.00890416161713258,0.00588818517418996,0,0.0419221362546747,150,"RF","P90",0.0831089141044258,0,"Below_P90"
847,532163.5791,4419739.11,0.00815930249387038,0.00406933884824753,0,0.0157870049584032,150,"RF","P90",0.0831089141044258,0,"Below_P90"
848,532188.5791,4419739.11,0.0167538181341852,0.0105023444113123,0,0.0477811850598319,150,"RF","P90",0.0831089141044258,0,"Below_P90"
849,532213.5791,4419739.11,0.0167538181341852,0.0105023444113123,0,0.0477811850598319,150,"RF","P90",0.0831089141044258,0,"Below_P90"
850,532238.5791,4419739.11,0.0167538181341852,0.0105023444113123,0,0.0477811850598319,150,"RF","P90",0.0831089141044258,0,"Below_P90"
851,532263.5791,4419739.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
852,532288.5791,4419739.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
853,532313.5791,4419739.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
854,532338.5791,4419739.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
855,532363.5791,4419739.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
856,532388.5791,4419739.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
857,532413.5791,4419739.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
858,532438.5791,4419739.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
859,532463.5791,4419739.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
860,532488.5791,4419739.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
861,532513.5791,4419739.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
862,532538.5791,4419739.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
863,532563.5791,4419739.11,0.00798830627645787,0.00396714325858876,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
864,532588.5791,4419739.11,0.0127740130345106,0.00578623322365092,0,0.0278553014967563,150,"RF","P90",0.0831089141044258,0,"Below_P90"
865,532613.5791,4419739.11,0.0127740130345106,0.00578623322365092,0,0.0278553014967563,150,"RF","P90",0.0831089141044258,0,"Below_P90"
866,532638.5791,4419739.11,0.00873427689799189,0.00430687142152028,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
867,532663.5791,4419739.11,0.0132623365709618,0.00589583219500411,0,0.0297715729306132,150,"RF","P90",0.0831089141044258,0,"Below_P90"
868,532688.5791,4419739.11,0.0132623365709618,0.00589583219500411,0,0.0297715729306132,150,"RF","P90",0.0831089141044258,0,"Below_P90"
869,532713.5791,4419739.11,0.00873427689799189,0.00430687142152028,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
870,532738.5791,4419739.11,0.00873427689799189,0.00430687142152028,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
871,532763.5791,4419739.11,0.00898719315079212,0.00435890475443336,0,0.0162460492664483,150,"RF","P90",0.0831089141044258,0,"Below_P90"
872,532788.5791,4419739.11,0.00891960957639618,0.0042947084712109,0,0.0157385289688753,150,"RF","P90",0.0831089141044258,0,"Below_P90"
873,532813.5791,4419739.11,0.00891960957639618,0.0042947084712109,0,0.0157385289688753,150,"RF","P90",0.0831089141044258,0,"Below_P90"
874,532838.5791,4419739.11,0.00882458848284005,0.00435071640127249,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
875,532863.5791,4419739.11,0.00877790996119657,0.00432036681956454,0,0.0155663998019888,150,"RF","P90",0.0831089141044258,0,"Below_P90"
876,532888.5791,4419739.11,0.00948963614293802,0.00444721999365473,0,0.0184720996866164,150,"RF","P90",0.0831089141044258,0,"Below_P90"
877,532913.5791,4419739.11,0.00948963614293802,0.00444721999365473,0,0.0184720996866164,150,"RF","P90",0.0831089141044258,0,"Below_P90"
878,532938.5791,4419739.11,0.00948963614293802,0.00444721999365473,0,0.0184720996866164,150,"RF","P90",0.0831089141044258,0,"Below_P90"
879,532963.5791,4419739.11,0.0434724659371772,0.0505175125184215,0,0.377,150,"RF","P90",0.0831089141044258,0,"Below_P90"
880,532988.5791,4419739.11,0.0434724659371772,0.0505175125184215,0,0.377,150,"RF","P90",0.0831089141044258,0,"Below_P90"
