"Algorithm","Run_ID","Repeat","Fold_ID","Fold_Number","Grid_Mean","Grid_SD","Threshold_P90","Threshold_P95","Threshold_P99","Threshold_Mean_Plus_2SD"
"RF","Repeat_04_Fold_03",4,"Fold_03",3,0.0375060165170397,0.0541924298331303,0.104995269624805,0.156262726389034,0.269968664112795,0.1458908761833
"RF","Repeat_04_Fold_04",4,"Fold_04",4,0.0403190893123114,0.0628878847000701,0.110048699067584,0.181460778030659,0.32684369151877,0.166094858712452
"RF","Repeat_04_Fold_05",4,"Fold_05",5,0.0361297738336325,0.0534792683323986,0.101996169934885,0.151128882245435,0.279964267285617,0.14308831049843
"RF","Repeat_05_Fold_01",5,"Fold_01",1,0.0323272224735789,0.0521183387533619,0.0729330145595522,0.146739972527496,0.282883077701662,0.136563899980303
"RF","Repeat_05_Fold_02",5,"Fold_02",2,0.0376822123645235,0.0573737284588042,0.0858401126741805,0.178904959502113,0.295561259200463,0.152429669282132
"RF","Repeat_05_Fold_03",5,"Fold_03",3,0.0352883446953063,0.0476076274242161,0.088214997656786,0.135101764647947,0.242476713413822,0.130503599543739
"RF","Repeat_05_Fold_04",5,"Fold_04",4,0.0350384350752767,0.0491686124061959,0.0820753875129736,0.119217813006943,0.249477751654102,0.133375659887668
"RF","Repeat_05_Fold_05",5,"Fold_05",5,0.0355067281290217,0.0538298724033007,0.090736809058095,0.153964855198841,0.273669271050632,0.143166472935623
"RF","Repeat_06_Fold_01",6,"Fold_01",1,0.031298479036854,0.0420699057349557,0.0775402275641629,0.121475062709825,0.211991998737566,0.115438290506765
"RF","Repeat_06_Fold_02",6,"Fold_02",2,0.0397168425413561,0.0516978544329492,0.102021948366856,0.150705846479244,0.251782613984371,0.143112551407255
"RF","Repeat_06_Fold_03",6,"Fold_03",3,0.0355894923271908,0.0508359953403729,0.110565879596586,0.137040963504298,0.23573947740168,0.137261483007937
"RF","Repeat_06_Fold_04",6,"Fold_04",4,0.034149684909684,0.0472586292471164,0.0844171937897114,0.119439798634642,0.237314297166286,0.128666943403917
"RF","Repeat_06_Fold_05",6,"Fold_05",5,0.0338743813079816,0.0487667911577083,0.0992749002463275,0.140109501345211,0.230994694073829,0.131407963623398
"RF","Repeat_07_Fold_01",7,"Fold_01",1,0.0351706988793393,0.0550131597551077,0.086834462142023,0.150199158552543,0.291617072668935,0.145197018389555
"RF","Repeat_07_Fold_02",7,"Fold_02",2,0.0339096608980049,0.0527168519240252,0.0740084039414945,0.134459169685355,0.304255994819714,0.139343364746055
"RF","Repeat_07_Fold_03",7,"Fold_03",3,0.0310046072479876,0.0504564714304885,0.0712328967507333,0.12709694024675,0.291245793664709,0.131917550108964
"RF","Repeat_07_Fold_04",7,"Fold_04",4,0.0356532304348311,0.0554532299467448,0.0888488070880701,0.140236620662536,0.28866058535679,0.146559690328321
"RF","Repeat_07_Fold_05",7,"Fold_05",5,0.0328226602214861,0.0542270733630739,0.0921571100857888,0.145128748543393,0.285923565952289,0.141276806947634
"RF","Repeat_08_Fold_01",8,"Fold_01",1,0.0429254843714885,0.0736467368452925,0.122070200894226,0.220354302309784,0.37401713611326,0.190218958062074
"RF","Repeat_08_Fold_02",8,"Fold_02",2,0.0376884456330341,0.0572317972457069,0.0939599881029656,0.16660553724592,0.2947068621761,0.152152040124448
"RF","Repeat_08_Fold_03",8,"Fold_03",3,0.0364179864262095,0.0620202218961778,0.0977976711736457,0.162114783061777,0.337211009760614,0.160458430218565
"RF","Repeat_08_Fold_04",8,"Fold_04",4,0.0350819270833333,0.10770240639717,0.0732966666666667,0.169633333333333,0.614789333333334,0.250486739877673
"RF","Repeat_08_Fold_05",8,"Fold_05",5,0.0338571985357498,0.0557046004356967,0.0975123909918867,0.141517387364507,0.313117263576567,0.145266399407143
"RF","Repeat_09_Fold_01",9,"Fold_01",1,0.0376258543657153,0.0994192422050226,0.0947327413419916,0.19704099053724,0.567381915750916,0.23646433877576
"RF","Repeat_09_Fold_02",9,"Fold_02",2,0.0393211405600926,0.0484508771797342,0.0935676312825845,0.143779221479448,0.250283405227779,0.136222894919561
"RF","Repeat_09_Fold_03",9,"Fold_03",3,0.0406493730031549,0.068724201150722,0.110056105194298,0.184634721337992,0.382907064381331,0.178097775304599
"RF","Repeat_09_Fold_04",9,"Fold_04",4,0.0361301041666667,0.161432561052229,0.008,0.043,0.839,0.358995226271125
"RF","Repeat_09_Fold_05",9,"Fold_05",5,0.0410659171366547,0.066336690253532,0.117707438871993,0.193859288605046,0.323879546733224,0.173739297643719
"RF","Repeat_10_Fold_01",10,"Fold_01",1,0.0290911883499284,0.0385513770466529,0.0742668456321092,0.118459656280099,0.187420917896368,0.106193942443234
"RF","Repeat_10_Fold_02",10,"Fold_02",2,0.0270439345587184,0.0688399886793848,0.0638105018851982,0.130479019589031,0.399745275980481,0.164723911917488
"RF","Repeat_10_Fold_03",10,"Fold_03",3,0.0312327327137208,0.0398513225907874,0.0636599743513763,0.102374656247092,0.224839274987646,0.110935377895296
"RF","Repeat_10_Fold_04",10,"Fold_04",4,0.0303420299589433,0.0354853368073676,0.0759385515545526,0.105860984458913,0.170393857530238,0.101312703573678
"RF","Repeat_10_Fold_05",10,"Fold_05",5,0.0297232465257859,0.0415670945274855,0.0641605156711647,0.102723728408689,0.233378695485781,0.112857435580757
"RF","Repeat_11_Fold_01",11,"Fold_01",1,0.0321628212230387,0.0401571327412924,0.0743536383077643,0.113157271775281,0.215172905948797,0.112477086705624
"RF","Repeat_11_Fold_02",11,"Fold_02",2,0.0341659964831668,0.0431056249617028,0.069865322312997,0.105705308999846,0.235955273963245,0.120377246406572
"RF","Repeat_11_Fold_03",11,"Fold_03",3,0.0316033140982487,0.04302172574643,0.0677311724588833,0.10751627646936,0.26183601394897,0.117646765591109
"RF","Repeat_11_Fold_04",11,"Fold_04",4,0.0269902083333333,0.0929122344400057,0.044,0.113049999999999,0.591,0.212814677213345
"RF","Repeat_11_Fold_05",11,"Fold_05",5,0.0323622885181083,0.048927528649683,0.0684854880292273,0.124399785419668,0.281381461274106,0.130217345817474
"RF","Repeat_12_Fold_01",12,"Fold_01",1,0.0335520612355129,0.042533252152764,0.0654222315662732,0.127687429538985,0.239279292302364,0.118618565541041
"RF","Repeat_12_Fold_02",12,"Fold_02",2,0.0284348539385506,0.0708026627543591,0.0609190576544777,0.148567495641562,0.386607704668597,0.170040179447269
"RF","Repeat_12_Fold_03",12,"Fold_03",3,0.031017458868752,0.0441911048429054,0.0648135981266845,0.105290406329205,0.263673246977091,0.119399668554563
"RF","Repeat_12_Fold_04",12,"Fold_04",4,0.0304891803498322,0.0526411913404448,0.057915101563873,0.119856700612856,0.284196330566961,0.135771563030722
"RF","Repeat_12_Fold_05",12,"Fold_05",5,0.0323169140059543,0.0467495414557326,0.0687659277385962,0.134134769114492,0.250621092900869,0.125815996917419
"RF","Repeat_13_Fold_01",13,"Fold_01",1,0.030599275053612,0.0823135053619548,0.0820478860555964,0.178669656542419,0.474521296160112,0.195226285777522
"RF","Repeat_13_Fold_02",13,"Fold_02",2,0.0360187647357466,0.0501032866603305,0.0902725516903934,0.133909529950054,0.259979767753541,0.136225338056408
"RF","Repeat_13_Fold_03",13,"Fold_03",3,0.0321638677808935,0.0479339997100482,0.0894119403741072,0.12471417920301,0.250387827226138,0.12803186720099
"RF","Repeat_13_Fold_04",13,"Fold_04",4,0.0325863677274075,0.0774160318790844,0.0959179451534018,0.175999685812553,0.409227527328795,0.187418431485576
"RF","Repeat_13_Fold_05",13,"Fold_05",5,0.0343503476095668,0.0581175817513539,0.0779649268370271,0.166502966317983,0.310129656866088,0.150585511112275
"RF","Repeat_14_Fold_01",14,"Fold_01",1,0.0316347748230637,0.0414423230718933,0.0712983467422816,0.126321515945537,0.211592738401601,0.11451942096685
"RF","Repeat_14_Fold_02",14,"Fold_02",2,0.0343887121212121,0.106466538258613,0.0482787878787879,0.271,0.614,0.247321788638438
"RF","Repeat_14_Fold_03",14,"Fold_03",3,0.0292079412618988,0.0431335188923358,0.0693854561927845,0.124966074485915,0.2197820000841,0.11547497904657
"RF","Repeat_14_Fold_04",14,"Fold_04",4,0.0312552993468284,0.0439008106797613,0.0683413886126101,0.116458767234743,0.224732067311894,0.119056920706351
"RF","Repeat_14_Fold_05",14,"Fold_05",5,0.0291497186933078,0.0432826958335425,0.0715078283973392,0.130871204935465,0.216435751719235,0.115715110360393
"RF","Repeat_15_Fold_01",15,"Fold_01",1,0.0380006909579136,0.104838897456295,0.0811986446886447,0.26775659569597,0.539756268315018,0.247678485870503
"RF","Repeat_15_Fold_02",15,"Fold_02",2,0.0364771059027778,0.0987340095837293,0.100333333333333,0.203549999999999,0.528305,0.233945125070236
"RF","Repeat_15_Fold_03",15,"Fold_03",3,0.0338626486149976,0.0491520092348206,0.0801270082351322,0.147515715230644,0.257817522634298,0.132166667084639
"RF","Repeat_15_Fold_04",15,"Fold_04",4,0.0306945833333333,0.139546605780081,0.004,0.0380499999999993,0.734,0.309787794893496
"RF","Repeat_15_Fold_05",15,"Fold_05",5,0.0348401555573341,0.0453658995493985,0.0772964433802103,0.136577355272293,0.239052102525034,0.125571954656131
"RF","Repeat_16_Fold_01",16,"Fold_01",1,0.0364130638920192,0.0586115752349676,0.0837373800340208,0.142399783272218,0.337546245102655,0.153636214361954
"RF","Repeat_16_Fold_02",16,"Fold_02",2,0.0495851302083333,0.128446883987486,0.150775,0.33775,0.6375025,0.306478898183306
"RF","Repeat_16_Fold_03",16,"Fold_03",3,0.0515308159722222,0.14416027967863,0.108166666666667,0.409333333333333,0.746676666666667,0.339851375329483
"RF","Repeat_16_Fold_04",16,"Fold_04",4,0.0375846123044198,0.0600005606531181,0.0891741628357676,0.154948794602141,0.313892413876504,0.157585733610656
"RF","Repeat_16_Fold_05",16,"Fold_05",5,0.0490288541666667,0.144217164661918,0.107,0.398,0.73801,0.337463183490503
"RF","Repeat_17_Fold_01",17,"Fold_01",1,0.0364085968688905,0.0538812167094796,0.0859188329940041,0.155878719388098,0.275495305952322,0.14417103028785
"RF","Repeat_17_Fold_02",17,"Fold_02",2,0.0393660321360432,0.0559024576155405,0.0781130853439994,0.160112148672933,0.304476400634224,0.151170947367124
"RF","Repeat_17_Fold_03",17,"Fold_03",3,0.0366400717726162,0.0458440139883241,0.0807514672350296,0.125138558123372,0.247649289197857,0.128328099749264
"RF","Repeat_17_Fold_04",17,"Fold_04",4,0.0361389920715802,0.0527016339879696,0.0804161516607959,0.125257234967071,0.28506653669021,0.141542260047519
"RF","Repeat_17_Fold_05",17,"Fold_05",5,0.0353075618482163,0.0555843319114931,0.0908313645621581,0.155979168387758,0.290883253341944,0.146476225671203
"RF","Repeat_18_Fold_01",18,"Fold_01",1,0.0338600117549566,0.0414488911516442,0.091895290117393,0.129680798811988,0.191005748851325,0.116757794058245
"RF","Repeat_18_Fold_02",18,"Fold_02",2,0.0341414035180628,0.0429716526602114,0.0764003648718505,0.12004936868647,0.226680732180209,0.120084708838486
"RF","Repeat_18_Fold_03",18,"Fold_03",3,0.0385362419562512,0.0965408645807299,0.101392257154853,0.212782543376199,0.544045522376731,0.231617971117711
"RF","Repeat_18_Fold_04",18,"Fold_04",4,0.0356366175808421,0.0442898181014116,0.0924359350032996,0.136763441333644,0.207455844586212,0.124216253783665
"RF","Repeat_18_Fold_05",18,"Fold_05",5,0.0338302524253342,0.0523796072784393,0.08202509471646,0.133379082463554,0.288345988867567,0.138589466982213
"RF","Repeat_19_Fold_01",19,"Fold_01",1,0.029772051070382,0.0450534787061594,0.0756354207533223,0.120795952456538,0.236471040071092,0.119879008482701
"RF","Repeat_19_Fold_02",19,"Fold_02",2,0.0298206523718868,0.0415675181597127,0.077481301991555,0.122915055456428,0.203618471389321,0.112955688691312
"RF","Repeat_19_Fold_03",19,"Fold_03",3,0.0313215072371219,0.0384947030044513,0.0722658053101383,0.103723265230045,0.214063965413131,0.108310913246025
"RF","Repeat_19_Fold_04",19,"Fold_04",4,0.0269261649305555,0.119842556834739,0.01555,0.0423841666666647,0.8050075,0.266611278600033
"RF","Repeat_19_Fold_05",19,"Fold_05",5,0.0284070294820775,0.0433550761735284,0.0753425171217627,0.10989667929574,0.23789994438124,0.115117181829134
"RF","Repeat_20_Fold_01",20,"Fold_01",1,0.0320178498190666,0.0524946279366796,0.0737815555598028,0.155436989877826,0.276822267077091,0.137007105692426
"RF","Repeat_20_Fold_02",20,"Fold_02",2,0.0346010794846874,0.0513607300826844,0.0597952276529632,0.146082581201974,0.29188770664375,0.137322539650056
"RF","Repeat_20_Fold_03",20,"Fold_03",3,0.0296656185267741,0.0440611577338732,0.058552890882972,0.0981833228495394,0.269121916622615,0.11778793399452
"RF","Repeat_20_Fold_04",20,"Fold_04",4,0.034006875,0.145846085618731,0.007,0.214,0.774040000000001,0.325699046237462
"RF","Repeat_20_Fold_05",20,"Fold_05",5,0.0300957169737103,0.0497271395480406,0.0650582313765373,0.120907588079024,0.289091374678275,0.129549996069791
"RF","Repeat_21_Fold_01",21,"Fold_01",1,0.0349211072960636,0.0471740762779315,0.0869026070308358,0.130227491284636,0.246138613538256,0.129269259851927
"RF","Repeat_21_Fold_02",21,"Fold_02",2,0.0339857476830451,0.040118321810816,0.0817218496335253,0.126467854138796,0.189778369449925,0.114222391304677
"RF","Repeat_21_Fold_03",21,"Fold_03",3,0.0344329841454862,0.0465544547453722,0.0870793166478274,0.124794679669624,0.246236796077584,0.127541893636231
"RF","Repeat_21_Fold_04",21,"Fold_04",4,0.036770824430028,0.0484405737378973,0.0853396369461801,0.1362278809452,0.239099980836308,0.133651971905823
"RF","Repeat_21_Fold_05",21,"Fold_05",5,0.0334392505546052,0.0476264642835555,0.080917754539513,0.133335863560425,0.248874298298519,0.128692179121716
"RF","Repeat_22_Fold_01",22,"Fold_01",1,0.0339480189383886,0.0453353768711677,0.087589730971822,0.132513888924213,0.237653050354082,0.124618772680724
"RF","Repeat_22_Fold_02",22,"Fold_02",2,0.0361372337340902,0.0478911601035338,0.103453099021594,0.151898389155625,0.213978195813053,0.131919553941158
"RF","Repeat_22_Fold_03",22,"Fold_03",3,0.0347823253408604,0.045452874109802,0.0947259528828583,0.132414754075915,0.220919368242573,0.125688073560464
"RF","Repeat_22_Fold_04",22,"Fold_04",4,0.0369948610689287,0.0512822678224873,0.0937359461109949,0.147621254123364,0.258686729114495,0.139559396713903
"RF","Repeat_22_Fold_05",22,"Fold_05",5,0.0346738868313712,0.0461972028430333,0.0948278585652593,0.141866188198528,0.221657962780096,0.127068292517438
"RF","Repeat_23_Fold_01",23,"Fold_01",1,0.047397164905115,0.0809823137964751,0.130769599486456,0.240258740626286,0.41338249807811,0.209361792498065
"RF","Repeat_23_Fold_02",23,"Fold_02",2,0.0449399053674665,0.10136557958753,0.153595594220137,0.313927599433448,0.463425250508293,0.247671064542526
"RF","Repeat_23_Fold_03",23,"Fold_03",3,0.0428783569828881,0.0687778840502323,0.117146808695515,0.187850787396266,0.36725168734766,0.180434125083353
"RF","Repeat_23_Fold_04",23,"Fold_04",4,0.0471404635416667,0.15381429398525,0.104675,0.348363333333333,0.813016666666666,0.354769051512167
"RF","Repeat_23_Fold_05",23,"Fold_05",5,0.0382542189271677,0.0632096017236044,0.090878766495459,0.171011522892204,0.342996489704775,0.164673422374377
"RF","Repeat_24_Fold_01",24,"Fold_01",1,0.0312547149628921,0.0403525539159258,0.0684653975633668,0.116196734959491,0.212991451937141,0.111959822794744
"RF","Repeat_24_Fold_02",24,"Fold_02",2,0.031803232106239,0.0426773925276311,0.076867077823114,0.127733457666697,0.213660212361825,0.117158017161501
"RF","Repeat_24_Fold_03",24,"Fold_03",3,0.0287114537649785,0.039998585489053,0.0712925830612257,0.109889906578619,0.194402459698722,0.108708624743085
"RF","Repeat_24_Fold_04",24,"Fold_04",4,0.0288065601292127,0.0421572313690123,0.0703039329087588,0.105255999747604,0.240379471837306,0.113121022867237
"RF","Repeat_24_Fold_05",24,"Fold_05",5,0.028231931955501,0.0443540826239922,0.0621698051166168,0.127343664195506,0.231109322482906,0.116940097203485
"RF","Repeat_25_Fold_01",25,"Fold_01",1,0.0336720410525378,0.0486206077388191,0.0902224422208488,0.138361605841557,0.246070738702645,0.130913256530176
"RF","Repeat_25_Fold_02",25,"Fold_02",2,0.0334303211093495,0.0476118341964212,0.083121002562914,0.135250912095141,0.245354231697697,0.128653989502192
"RF","Repeat_25_Fold_03",25,"Fold_03",3,0.0306891268693544,0.0473526519396743,0.0823763307763017,0.132056415408507,0.246411639410955,0.125394430748703
"RF","Repeat_25_Fold_04",25,"Fold_04",4,0.0345655043534943,0.0487408000742459,0.0867264626618687,0.131539981049577,0.245686840133423,0.132047104501986
"RF","Repeat_25_Fold_05",25,"Fold_05",5,0.0316290339370074,0.0517961510615529,0.0903062833790503,0.149757098822704,0.258368112151239,0.135221336060113
"RF","Repeat_26_Fold_01",26,"Fold_01",1,0.0390474934924211,0.105621904034657,0.0944780377603038,0.254345659633046,0.579419964615153,0.250291301561735
"RF","Repeat_26_Fold_02",26,"Fold_02",2,0.0370728709975665,0.0899872632537966,0.103000405578898,0.209565029761905,0.468490552521009,0.21704739750516
"RF","Repeat_26_Fold_03",26,"Fold_03",3,0.0358895592566275,0.0549531754888049,0.0922674140065878,0.140102147399145,0.31534010537819,0.145795910234237
"RF","Repeat_26_Fold_04",26,"Fold_04",4,0.0364967708333333,0.107917811200754,0.097,0.239149999999998,0.62202,0.25233239323484
"RF","Repeat_26_Fold_05",26,"Fold_05",5,0.0357830943886472,0.058613945882775,0.108132912478034,0.147750594443601,0.301564879463901,0.153010986154197
"RF","Repeat_27_Fold_01",27,"Fold_01",1,0.0368808777432163,0.0543481427412029,0.0844987181813185,0.163709134606727,0.288861198201932,0.145577163225622
"RF","Repeat_27_Fold_02",27,"Fold_02",2,0.0365257023594789,0.0543817160581816,0.0867985808889521,0.150959338705995,0.281683435815622,0.145289134475842
"RF","Repeat_27_Fold_03",27,"Fold_03",3,0.0319255513018912,0.0470600508356554,0.0803145008451722,0.13162507749523,0.241619498918069,0.126045652973202
"RF","Repeat_27_Fold_04",27,"Fold_04",4,0.0372713248167876,0.0550863837738763,0.0828974191426116,0.147396325889329,0.300729257515237,0.14744409236454
"RF","Repeat_27_Fold_05",27,"Fold_05",5,0.0325243058441157,0.0482728051689657,0.0854977832291127,0.142928754260985,0.24313320393702,0.129069916182047
"RF","Repeat_28_Fold_01",28,"Fold_01",1,0.0326068846558107,0.0487010874913235,0.0904345091759482,0.144025587802138,0.245135562460296,0.130009059638458
"RF","Repeat_28_Fold_02",28,"Fold_02",2,0.0337336117493893,0.0520149541761502,0.0764411247209277,0.153692876648413,0.270885354415341,0.13776352010169
"RF","Repeat_28_Fold_03",28,"Fold_03",3,0.0315550177094423,0.0482504735570913,0.0773156431827319,0.133863805817414,0.248460791450971,0.128055964823625
"RF","Repeat_28_Fold_04",28,"Fold_04",4,0.0332794099011494,0.0503882042791701,0.0886492729037819,0.144278557764697,0.254381970509125,0.13405581845949
"RF","Repeat_28_Fold_05",28,"Fold_05",5,0.0303534234530876,0.0484522957935841,0.0751678662944544,0.138053652030144,0.251215519558295,0.127258015040256
"RF","Repeat_29_Fold_01",29,"Fold_01",1,0.0361621539941035,0.0565989906262738,0.0887970554742978,0.153731918298801,0.303970844514332,0.149360135246651
"RF","Repeat_29_Fold_02",29,"Fold_02",2,0.0393737420776618,0.0511395341856281,0.095185641811312,0.162362017266596,0.243642191825143,0.141652810448918
"RF","Repeat_29_Fold_03",29,"Fold_03",3,0.0339260699155168,0.0486896164299662,0.0897088221205004,0.124449539418878,0.266019866038232,0.131305302775449
"RF","Repeat_29_Fold_04",29,"Fold_04",4,0.0367211458333333,0.155513313935354,0.0166666666666667,0.0754333333333319,0.845666666666667,0.34774777370404
"RF","Repeat_29_Fold_05",29,"Fold_05",5,0.0326597036799138,0.046020567478756,0.087360877477,0.12762193530716,0.242336938690891,0.124700838637426
"RF","Repeat_30_Fold_01",30,"Fold_01",1,0.0321230253971439,0.0469200858651339,0.07202986286417,0.132124804819869,0.245495572598418,0.125963197127412
"RF","Repeat_30_Fold_02",30,"Fold_02",2,0.0352805649357473,0.050589910738679,0.0740817090632277,0.134137050003047,0.272246674811955,0.136460386413105
"RF","Repeat_30_Fold_03",30,"Fold_03",3,0.0328874928153656,0.0469449640409794,0.0812994322171728,0.129740474601453,0.241149518664478,0.126777420897324
"RF","Repeat_30_Fold_04",30,"Fold_04",4,0.0331162899673366,0.0470037238788392,0.0783044898920649,0.120201378664133,0.235196410711712,0.127123737725015
"RF","Repeat_30_Fold_05",30,"Fold_05",5,0.0328611199158081,0.0465856027062961,0.0806889380216352,0.133708078861763,0.236959261883134,0.1260323253284
