"Algorithm","Run_ID","Repeat","Fold_ID","Grid_ID","eta","max_depth","min_child_weight","subsample","colsample_bytree","gamma","scale_pos_weight","Best_Iteration","Inner_CV_Logloss"
"XGBoost","Repeat_01_Fold_05",1,"Fold_05",4,0.1,4,1,0.8,0.8,0,25,59,0.239168776230564
"XGBoost","Repeat_01_Fold_05",1,"Fold_05",5,0.03,2,3,0.8,0.8,0,25,121,0.269257185515016
"XGBoost","Repeat_01_Fold_05",1,"Fold_05",6,0.1,2,3,0.8,0.8,0,25,88,0.175219111798259
"XGBoost","Repeat_01_Fold_05",1,"Fold_05",7,0.03,4,3,0.8,0.8,0,25,259,0.248308837812286
"XGBoost","Repeat_01_Fold_05",1,"Fold_05",8,0.1,4,3,0.8,0.8,0,25,73,0.175555190537125
"XGBoost","Repeat_02_Fold_01",2,"Fold_01",1,0.03,2,1,0.8,0.8,0,25,111,0.260983157544755
"XGBoost","Repeat_02_Fold_01",2,"Fold_01",2,0.1,2,1,0.8,0.8,0,25,31,0.260200839632979
"XGBoost","Repeat_02_Fold_01",2,"Fold_01",3,0.03,4,1,0.8,0.8,0,25,400,0.206151309969405
"XGBoost","Repeat_02_Fold_01",2,"Fold_01",4,0.1,4,1,0.8,0.8,0,25,78,0.228981547572543
"XGBoost","Repeat_02_Fold_01",2,"Fold_01",5,0.03,2,3,0.8,0.8,0,25,104,0.211856583366171
"XGBoost","Repeat_02_Fold_01",2,"Fold_01",6,0.1,2,3,0.8,0.8,0,25,77,0.236147891013668
"XGBoost","Repeat_02_Fold_01",2,"Fold_01",7,0.03,4,3,0.8,0.8,0,25,117,0.201997201782293
"XGBoost","Repeat_02_Fold_01",2,"Fold_01",8,0.1,4,3,0.8,0.8,0,25,63,0.314454189098727
"XGBoost","Repeat_02_Fold_02",2,"Fold_02",1,0.03,2,1,0.8,0.8,0,25,137,0.178787817193482
"XGBoost","Repeat_02_Fold_02",2,"Fold_02",2,0.1,2,1,0.8,0.8,0,25,29,0.212567933047047
"XGBoost","Repeat_02_Fold_02",2,"Fold_02",3,0.03,4,1,0.8,0.8,0,25,189,0.275684632965399
"XGBoost","Repeat_02_Fold_02",2,"Fold_02",4,0.1,4,1,0.8,0.8,0,25,62,0.268170213864113
"XGBoost","Repeat_02_Fold_02",2,"Fold_02",5,0.03,2,3,0.8,0.8,0,25,110,0.187389266748841
"XGBoost","Repeat_02_Fold_02",2,"Fold_02",6,0.1,2,3,0.8,0.8,0,25,81,0.267331588117836
"XGBoost","Repeat_02_Fold_02",2,"Fold_02",7,0.03,4,3,0.8,0.8,0,25,110,0.189488841059546
"XGBoost","Repeat_02_Fold_02",2,"Fold_02",8,0.1,4,3,0.8,0.8,0,25,29,0.316877265102588
"XGBoost","Repeat_02_Fold_03",2,"Fold_03",1,0.03,2,1,0.8,0.8,0,25,173,0.144337392130043
"XGBoost","Repeat_02_Fold_03",2,"Fold_03",2,0.1,2,1,0.8,0.8,0,25,44,0.190781815308863
"XGBoost","Repeat_02_Fold_03",2,"Fold_03",3,0.03,4,1,0.8,0.8,0,25,221,0.2389825528998
"XGBoost","Repeat_02_Fold_03",2,"Fold_03",4,0.1,4,1,0.8,0.8,0,25,294,0.207822343298736
"XGBoost","Repeat_02_Fold_03",2,"Fold_03",5,0.03,2,3,0.8,0.8,0,25,108,0.193035914992484
"XGBoost","Repeat_02_Fold_03",2,"Fold_03",6,0.1,2,3,0.8,0.8,0,25,28,0.17539783850169
"XGBoost","Repeat_02_Fold_03",2,"Fold_03",7,0.03,4,3,0.8,0.8,0,25,157,0.165940778347879
"XGBoost","Repeat_02_Fold_03",2,"Fold_03",8,0.1,4,3,0.8,0.8,0,25,29,0.273283098967603
"XGBoost","Repeat_02_Fold_04",2,"Fold_04",1,0.03,2,1,0.8,0.8,0,25,291,0.151689267285222
"XGBoost","Repeat_02_Fold_04",2,"Fold_04",2,0.1,2,1,0.8,0.8,0,25,102,0.165461413492337
"XGBoost","Repeat_02_Fold_04",2,"Fold_04",3,0.03,4,1,0.8,0.8,0,25,488,0.197931905488636
"XGBoost","Repeat_02_Fold_04",2,"Fold_04",4,0.1,4,1,0.8,0.8,0,25,308,0.205921627390825
