"Algorithm","Run_ID","Repeat","Fold_ID","Grid_ID","eta","max_depth","min_child_weight","subsample","colsample_bytree","gamma","scale_pos_weight","Best_Iteration","Inner_CV_Logloss"
"XGBoost","Repeat_06_Fold_03",6,"Fold_03",5,0.03,2,3,0.8,0.8,0,25,124,0.275497915993373
"XGBoost","Repeat_06_Fold_03",6,"Fold_03",6,0.1,2,3,0.8,0.8,0,25,28,0.221903846849902
"XGBoost","Repeat_06_Fold_03",6,"Fold_03",7,0.03,4,3,0.8,0.8,0,25,247,0.262797070452227
"XGBoost","Repeat_06_Fold_03",6,"Fold_03",8,0.1,4,3,0.8,0.8,0,25,38,0.166825220579855
"XGBoost","Repeat_06_Fold_04",6,"Fold_04",1,0.03,2,1,0.8,0.8,0,25,259,0.170164323222707
"XGBoost","Repeat_06_Fold_04",6,"Fold_04",2,0.1,2,1,0.8,0.8,0,25,226,0.167253593541458
"XGBoost","Repeat_06_Fold_04",6,"Fold_04",3,0.03,4,1,0.8,0.8,0,25,101,0.224880160477299
"XGBoost","Repeat_06_Fold_04",6,"Fold_04",4,0.1,4,1,0.8,0.8,0,25,60,0.191977722368812
"XGBoost","Repeat_06_Fold_04",6,"Fold_04",5,0.03,2,3,0.8,0.8,0,25,172,0.200160807231441
"XGBoost","Repeat_06_Fold_04",6,"Fold_04",6,0.1,2,3,0.8,0.8,0,25,74,0.154411073299483
"XGBoost","Repeat_06_Fold_04",6,"Fold_04",7,0.03,4,3,0.8,0.8,0,25,232,0.196640487124499
"XGBoost","Repeat_06_Fold_04",6,"Fold_04",8,0.1,4,3,0.8,0.8,0,25,82,0.149253517156467
"XGBoost","Repeat_06_Fold_05",6,"Fold_05",1,0.03,2,1,0.8,0.8,0,25,386,0.117489032203314
"XGBoost","Repeat_06_Fold_05",6,"Fold_05",2,0.1,2,1,0.8,0.8,0,25,51,0.255407201296363
"XGBoost","Repeat_06_Fold_05",6,"Fold_05",3,0.03,4,1,0.8,0.8,0,25,129,0.229771930240811
"XGBoost","Repeat_06_Fold_05",6,"Fold_05",4,0.1,4,1,0.8,0.8,0,25,74,0.13946535380987
"XGBoost","Repeat_06_Fold_05",6,"Fold_05",5,0.03,2,3,0.8,0.8,0,25,175,0.135520379676913
"XGBoost","Repeat_06_Fold_05",6,"Fold_05",6,0.1,2,3,0.8,0.8,0,25,41,0.248018727225896
"XGBoost","Repeat_06_Fold_05",6,"Fold_05",7,0.03,4,3,0.8,0.8,0,25,119,0.226760071397831
"XGBoost","Repeat_06_Fold_05",6,"Fold_05",8,0.1,4,3,0.8,0.8,0,25,39,0.236536699006907
"XGBoost","Repeat_07_Fold_01",7,"Fold_01",1,0.03,2,1,0.8,0.8,0,25,223,0.236680285452167
"XGBoost","Repeat_07_Fold_01",7,"Fold_01",2,0.1,2,1,0.8,0.8,0,25,71,0.148734520596918
"XGBoost","Repeat_07_Fold_01",7,"Fold_01",3,0.03,4,1,0.8,0.8,0,25,133,0.186771477957686
"XGBoost","Repeat_07_Fold_01",7,"Fold_01",4,0.1,4,1,0.8,0.8,0,25,30,0.230912213034641
"XGBoost","Repeat_07_Fold_01",7,"Fold_01",5,0.03,2,3,0.8,0.8,0,25,286,0.183303248750655
"XGBoost","Repeat_07_Fold_01",7,"Fold_01",6,0.1,2,3,0.8,0.8,0,25,128,0.205796325641971
"XGBoost","Repeat_07_Fold_01",7,"Fold_01",7,0.03,4,3,0.8,0.8,0,25,243,0.212561198474409
"XGBoost","Repeat_07_Fold_01",7,"Fold_01",8,0.1,4,3,0.8,0.8,0,25,113,0.193674129944366
"XGBoost","Repeat_07_Fold_02",7,"Fold_02",1,0.03,2,1,0.8,0.8,0,25,209,0.249466642746344
"XGBoost","Repeat_07_Fold_02",7,"Fold_02",2,0.1,2,1,0.8,0.8,0,25,71,0.166733244492207
"XGBoost","Repeat_07_Fold_02",7,"Fold_02",3,0.03,4,1,0.8,0.8,0,25,199,0.179815431850819
"XGBoost","Repeat_07_Fold_02",7,"Fold_02",4,0.1,4,1,0.8,0.8,0,25,74,0.180591877782717
"XGBoost","Repeat_07_Fold_02",7,"Fold_02",5,0.03,2,3,0.8,0.8,0,25,224,0.210240306861054
"XGBoost","Repeat_07_Fold_02",7,"Fold_02",6,0.1,2,3,0.8,0.8,0,25,39,0.241146933197832
"XGBoost","Repeat_07_Fold_02",7,"Fold_02",7,0.03,4,3,0.8,0.8,0,25,199,0.190994351323193
"XGBoost","Repeat_07_Fold_02",7,"Fold_02",8,0.1,4,3,0.8,0.8,0,25,43,0.25200690010276
"XGBoost","Repeat_07_Fold_03",7,"Fold_03",1,0.03,2,1,0.8,0.8,0,25,235,0.254981977435259
"XGBoost","Repeat_07_Fold_03",7,"Fold_03",2,0.1,2,1,0.8,0.8,0,25,208,0.154362455866738
"XGBoost","Repeat_07_Fold_03",7,"Fold_03",3,0.03,4,1,0.8,0.8,0,25,165,0.162863664570838
"XGBoost","Repeat_07_Fold_03",7,"Fold_03",4,0.1,4,1,0.8,0.8,0,25,60,0.154493490659381
"XGBoost","Repeat_07_Fold_03",7,"Fold_03",5,0.03,2,3,0.8,0.8,0,25,216,0.213703771972527
"XGBoost","Repeat_07_Fold_03",7,"Fold_03",6,0.1,2,3,0.8,0.8,0,25,41,0.189642023062333
"XGBoost","Repeat_07_Fold_03",7,"Fold_03",7,0.03,4,3,0.8,0.8,0,25,278,0.173204377911483
"XGBoost","Repeat_07_Fold_03",7,"Fold_03",8,0.1,4,3,0.8,0.8,0,25,45,0.187791677764975
"XGBoost","Repeat_07_Fold_04",7,"Fold_04",1,0.03,2,1,0.8,0.8,0,25,224,0.242965703176406
"XGBoost","Repeat_07_Fold_04",7,"Fold_04",2,0.1,2,1,0.8,0.8,0,25,38,0.217727045053974
"XGBoost","Repeat_07_Fold_04",7,"Fold_04",3,0.03,4,1,0.8,0.8,0,25,442,0.13338735628797
"XGBoost","Repeat_07_Fold_04",7,"Fold_04",4,0.1,4,1,0.8,0.8,0,25,88,0.174292767539065
"XGBoost","Repeat_07_Fold_04",7,"Fold_04",5,0.03,2,3,0.8,0.8,0,25,430,0.166365969008229
"XGBoost","Repeat_07_Fold_04",7,"Fold_04",6,0.1,2,3,0.8,0.8,0,25,45,0.201707150975171
"XGBoost","Repeat_07_Fold_04",7,"Fold_04",7,0.03,4,3,0.8,0.8,0,25,428,0.160353585726205
"XGBoost","Repeat_07_Fold_04",7,"Fold_04",8,0.1,4,3,0.8,0.8,0,25,91,0.155502073730951
"XGBoost","Repeat_07_Fold_05",7,"Fold_05",1,0.03,2,1,0.8,0.8,0,25,303,0.23939515818403
"XGBoost","Repeat_07_Fold_05",7,"Fold_05",2,0.1,2,1,0.8,0.8,0,25,81,0.166799181227151
"XGBoost","Repeat_07_Fold_05",7,"Fold_05",3,0.03,4,1,0.8,0.8,0,25,144,0.162593547523452
"XGBoost","Repeat_07_Fold_05",7,"Fold_05",4,0.1,4,1,0.8,0.8,0,25,98,0.146969292993442
"XGBoost","Repeat_07_Fold_05",7,"Fold_05",5,0.03,2,3,0.8,0.8,0,25,140,0.185885215106492
"XGBoost","Repeat_07_Fold_05",7,"Fold_05",6,0.1,2,3,0.8,0.8,0,25,156,0.184907379627335
"XGBoost","Repeat_07_Fold_05",7,"Fold_05",7,0.03,4,3,0.8,0.8,0,25,154,0.190085020578968
"XGBoost","Repeat_07_Fold_05",7,"Fold_05",8,0.1,4,3,0.8,0.8,0,25,34,0.251242712534104
"XGBoost","Repeat_08_Fold_01",8,"Fold_01",1,0.03,2,1,0.8,0.8,0,25,241,0.142227041535079
"XGBoost","Repeat_08_Fold_01",8,"Fold_01",2,0.1,2,1,0.8,0.8,0,25,42,0.187698704459203
"XGBoost","Repeat_08_Fold_01",8,"Fold_01",3,0.03,4,1,0.8,0.8,0,25,114,0.223716753785713
"XGBoost","Repeat_08_Fold_01",8,"Fold_01",4,0.1,4,1,0.8,0.8,0,25,32,0.203339165936296
"XGBoost","Repeat_08_Fold_01",8,"Fold_01",5,0.03,2,3,0.8,0.8,0,25,121,0.21213464360111
"XGBoost","Repeat_08_Fold_01",8,"Fold_01",6,0.1,2,3,0.8,0.8,0,25,52,0.161187856270072
"XGBoost","Repeat_08_Fold_01",8,"Fold_01",7,0.03,4,3,0.8,0.8,0,25,129,0.225199518546176
"XGBoost","Repeat_08_Fold_01",8,"Fold_01",8,0.1,4,3,0.8,0.8,0,25,40,0.192098999861628
"XGBoost","Repeat_08_Fold_02",8,"Fold_02",1,0.03,2,1,0.8,0.8,0,25,119,0.217781467542339
"XGBoost","Repeat_08_Fold_02",8,"Fold_02",2,0.1,2,1,0.8,0.8,0,25,29,0.224485517372019
"XGBoost","Repeat_08_Fold_02",8,"Fold_02",3,0.03,4,1,0.8,0.8,0,25,144,0.196768751188826
"XGBoost","Repeat_08_Fold_02",8,"Fold_02",4,0.1,4,1,0.8,0.8,0,25,30,0.244158087799755
"XGBoost","Repeat_08_Fold_02",8,"Fold_02",5,0.03,2,3,0.8,0.8,0,25,128,0.234704431665775
"XGBoost","Repeat_08_Fold_02",8,"Fold_02",6,0.1,2,3,0.8,0.8,0,25,38,0.18436652321655
"XGBoost","Repeat_08_Fold_02",8,"Fold_02",7,0.03,4,3,0.8,0.8,0,25,191,0.184892745813928
"XGBoost","Repeat_08_Fold_02",8,"Fold_02",8,0.1,4,3,0.8,0.8,0,25,73,0.237062114586409
"XGBoost","Repeat_08_Fold_03",8,"Fold_03",1,0.03,2,1,0.8,0.8,0,25,161,0.197337052184873
"XGBoost","Repeat_08_Fold_03",8,"Fold_03",2,0.1,2,1,0.8,0.8,0,25,52,0.210428343302248
"XGBoost","Repeat_08_Fold_03",8,"Fold_03",3,0.03,4,1,0.8,0.8,0,25,148,0.167885332977256
"XGBoost","Repeat_08_Fold_03",8,"Fold_03",4,0.1,4,1,0.8,0.8,0,25,33,0.228118832814149
"XGBoost","Repeat_08_Fold_03",8,"Fold_03",5,0.03,2,3,0.8,0.8,0,25,107,0.179094969277055
"XGBoost","Repeat_08_Fold_03",8,"Fold_03",6,0.1,2,3,0.8,0.8,0,25,95,0.144843824225693
"XGBoost","Repeat_08_Fold_03",8,"Fold_03",7,0.03,4,3,0.8,0.8,0,25,131,0.173003468734141
"XGBoost","Repeat_08_Fold_03",8,"Fold_03",8,0.1,4,3,0.8,0.8,0,25,62,0.171026875515683
"XGBoost","Repeat_08_Fold_04",8,"Fold_04",1,0.03,2,1,0.8,0.8,0,25,192,0.162592617709799
"XGBoost","Repeat_08_Fold_04",8,"Fold_04",2,0.1,2,1,0.8,0.8,0,25,25,0.214595147945846
"XGBoost","Repeat_08_Fold_04",8,"Fold_04",3,0.03,4,1,0.8,0.8,0,25,169,0.166610585883833
"XGBoost","Repeat_08_Fold_04",8,"Fold_04",4,0.1,4,1,0.8,0.8,0,25,40,0.202087842859328
"XGBoost","Repeat_08_Fold_04",8,"Fold_04",5,0.03,2,3,0.8,0.8,0,25,259,0.140958778443746
"XGBoost","Repeat_08_Fold_04",8,"Fold_04",6,0.1,2,3,0.8,0.8,0,25,37,0.159930188083448
"XGBoost","Repeat_08_Fold_04",8,"Fold_04",7,0.03,4,3,0.8,0.8,0,25,144,0.179586419925237
"XGBoost","Repeat_08_Fold_04",8,"Fold_04",8,0.1,4,3,0.8,0.8,0,25,43,0.168761027332109
"XGBoost","Repeat_08_Fold_05",8,"Fold_05",1,0.03,2,1,0.8,0.8,0,25,231,0.160330801953723
"XGBoost","Repeat_08_Fold_05",8,"Fold_05",2,0.1,2,1,0.8,0.8,0,25,64,0.22636690021206
"XGBoost","Repeat_08_Fold_05",8,"Fold_05",3,0.03,4,1,0.8,0.8,0,25,103,0.223413015536677
"XGBoost","Repeat_08_Fold_05",8,"Fold_05",4,0.1,4,1,0.8,0.8,0,25,73,0.167133322916925
"XGBoost","Repeat_08_Fold_05",8,"Fold_05",5,0.03,2,3,0.8,0.8,0,25,117,0.240923435283968
"XGBoost","Repeat_08_Fold_05",8,"Fold_05",6,0.1,2,3,0.8,0.8,0,25,66,0.204892066262591
"XGBoost","Repeat_08_Fold_05",8,"Fold_05",7,0.03,4,3,0.8,0.8,0,25,409,0.200098266287778
"XGBoost","Repeat_08_Fold_05",8,"Fold_05",8,0.1,4,3,0.8,0.8,0,25,106,0.229270090447524
"XGBoost","Repeat_09_Fold_01",9,"Fold_01",1,0.03,2,1,0.8,0.8,0,25,212,0.158446209854446
"XGBoost","Repeat_09_Fold_01",9,"Fold_01",2,0.1,2,1,0.8,0.8,0,25,111,0.146215931622114
"XGBoost","Repeat_09_Fold_01",9,"Fold_01",3,0.03,4,1,0.8,0.8,0,25,123,0.211254815320269
"XGBoost","Repeat_09_Fold_01",9,"Fold_01",4,0.1,4,1,0.8,0.8,0,25,69,0.143958993726231
"XGBoost","Repeat_09_Fold_01",9,"Fold_01",5,0.03,2,3,0.8,0.8,0,25,172,0.186606562785948
"XGBoost","Repeat_09_Fold_01",9,"Fold_01",6,0.1,2,3,0.8,0.8,0,25,133,0.178493599604385
"XGBoost","Repeat_09_Fold_01",9,"Fold_01",7,0.03,4,3,0.8,0.8,0,25,250,0.146094026393257
"XGBoost","Repeat_09_Fold_01",9,"Fold_01",8,0.1,4,3,0.8,0.8,0,25,171,0.173965448316617
"XGBoost","Repeat_09_Fold_02",9,"Fold_02",1,0.03,2,1,0.8,0.8,0,25,148,0.167187957558781
"XGBoost","Repeat_09_Fold_02",9,"Fold_02",2,0.1,2,1,0.8,0.8,0,25,67,0.146832233281412
"XGBoost","Repeat_09_Fold_02",9,"Fold_02",3,0.03,4,1,0.8,0.8,0,25,131,0.211909396914192
"XGBoost","Repeat_09_Fold_02",9,"Fold_02",4,0.1,4,1,0.8,0.8,0,25,43,0.161002434342383
"XGBoost","Repeat_09_Fold_02",9,"Fold_02",5,0.03,2,3,0.8,0.8,0,25,110,0.228061413553615
"XGBoost","Repeat_09_Fold_02",9,"Fold_02",6,0.1,2,3,0.8,0.8,0,25,48,0.267391099057232
"XGBoost","Repeat_09_Fold_02",9,"Fold_02",7,0.03,4,3,0.8,0.8,0,25,117,0.222709253448277
"XGBoost","Repeat_09_Fold_02",9,"Fold_02",8,0.1,4,3,0.8,0.8,0,25,49,0.207186243066994
"XGBoost","Repeat_09_Fold_03",9,"Fold_03",1,0.03,2,1,0.8,0.8,0,25,143,0.186778250033967
"XGBoost","Repeat_09_Fold_03",9,"Fold_03",2,0.1,2,1,0.8,0.8,0,25,126,0.19375547146662
"XGBoost","Repeat_09_Fold_03",9,"Fold_03",3,0.03,4,1,0.8,0.8,0,25,279,0.135634586604563
"XGBoost","Repeat_09_Fold_03",9,"Fold_03",4,0.1,4,1,0.8,0.8,0,25,61,0.117597593890073
"XGBoost","Repeat_09_Fold_03",9,"Fold_03",5,0.03,2,3,0.8,0.8,0,25,113,0.222091972810001
"XGBoost","Repeat_09_Fold_03",9,"Fold_03",6,0.1,2,3,0.8,0.8,0,25,44,0.250450345669658
"XGBoost","Repeat_09_Fold_03",9,"Fold_03",7,0.03,4,3,0.8,0.8,0,25,134,0.168601217321478
"XGBoost","Repeat_09_Fold_03",9,"Fold_03",8,0.1,4,3,0.8,0.8,0,25,54,0.143227740674495
"XGBoost","Repeat_09_Fold_04",9,"Fold_04",1,0.03,2,1,0.8,0.8,0,25,240,0.124118921174578
"XGBoost","Repeat_09_Fold_04",9,"Fold_04",2,0.1,2,1,0.8,0.8,0,25,62,0.206401393775685
"XGBoost","Repeat_09_Fold_04",9,"Fold_04",3,0.03,4,1,0.8,0.8,0,25,119,0.152813368996319
"XGBoost","Repeat_09_Fold_04",9,"Fold_04",4,0.1,4,1,0.8,0.8,0,25,74,0.183948850527836
"XGBoost","Repeat_09_Fold_04",9,"Fold_04",5,0.03,2,3,0.8,0.8,0,25,131,0.183322558161588
"XGBoost","Repeat_09_Fold_04",9,"Fold_04",6,0.1,2,3,0.8,0.8,0,25,70,0.22718984927409
"XGBoost","Repeat_09_Fold_04",9,"Fold_04",7,0.03,4,3,0.8,0.8,0,25,152,0.168614256947946
"XGBoost","Repeat_09_Fold_04",9,"Fold_04",8,0.1,4,3,0.8,0.8,0,25,45,0.149388520414225
"XGBoost","Repeat_09_Fold_05",9,"Fold_05",1,0.03,2,1,0.8,0.8,0,25,499,0.105252185843151
"XGBoost","Repeat_09_Fold_05",9,"Fold_05",2,0.1,2,1,0.8,0.8,0,25,74,0.148494807595853
"XGBoost","Repeat_09_Fold_05",9,"Fold_05",3,0.03,4,1,0.8,0.8,0,25,163,0.133415088747055
"XGBoost","Repeat_09_Fold_05",9,"Fold_05",4,0.1,4,1,0.8,0.8,0,25,81,0.122717376111093
"XGBoost","Repeat_09_Fold_05",9,"Fold_05",5,0.03,2,3,0.8,0.8,0,25,212,0.134663909852791
"XGBoost","Repeat_09_Fold_05",9,"Fold_05",6,0.1,2,3,0.8,0.8,0,25,69,0.215943139753878
"XGBoost","Repeat_09_Fold_05",9,"Fold_05",7,0.03,4,3,0.8,0.8,0,25,473,0.107682950337991
"XGBoost","Repeat_09_Fold_05",9,"Fold_05",8,0.1,4,3,0.8,0.8,0,25,203,0.177069603993844
"XGBoost","Repeat_10_Fold_01",10,"Fold_01",1,0.03,2,1,0.8,0.8,0,25,498,0.173968217983761
"XGBoost","Repeat_10_Fold_01",10,"Fold_01",2,0.1,2,1,0.8,0.8,0,25,151,0.229522811278002
"XGBoost","Repeat_10_Fold_01",10,"Fold_01",3,0.03,4,1,0.8,0.8,0,25,148,0.193785885044445
"XGBoost","Repeat_10_Fold_01",10,"Fold_01",4,0.1,4,1,0.8,0.8,0,25,50,0.161208929126867
"XGBoost","Repeat_10_Fold_01",10,"Fold_01",5,0.03,2,3,0.8,0.8,0,25,79,0.284234236424359
"XGBoost","Repeat_10_Fold_01",10,"Fold_01",6,0.1,2,3,0.8,0.8,0,25,207,0.207137358565188
"XGBoost","Repeat_10_Fold_01",10,"Fold_01",7,0.03,4,3,0.8,0.8,0,25,173,0.226817034274483
"XGBoost","Repeat_10_Fold_01",10,"Fold_01",8,0.1,4,3,0.8,0.8,0,25,67,0.21045776655396
"XGBoost","Repeat_10_Fold_02",10,"Fold_02",1,0.03,2,1,0.8,0.8,0,25,290,0.156546229339885
"XGBoost","Repeat_10_Fold_02",10,"Fold_02",2,0.1,2,1,0.8,0.8,0,25,61,0.19392253204625
"XGBoost","Repeat_10_Fold_02",10,"Fold_02",3,0.03,4,1,0.8,0.8,0,25,172,0.168336123604184
"XGBoost","Repeat_10_Fold_02",10,"Fold_02",4,0.1,4,1,0.8,0.8,0,25,53,0.157259760003609
"XGBoost","Repeat_10_Fold_02",10,"Fold_02",5,0.03,2,3,0.8,0.8,0,25,109,0.215866710345906
"XGBoost","Repeat_10_Fold_02",10,"Fold_02",6,0.1,2,3,0.8,0.8,0,25,94,0.219487642618613
"XGBoost","Repeat_10_Fold_02",10,"Fold_02",7,0.03,4,3,0.8,0.8,0,25,178,0.203171125577333
"XGBoost","Repeat_10_Fold_02",10,"Fold_02",8,0.1,4,3,0.8,0.8,0,25,39,0.219749665335537
"XGBoost","Repeat_10_Fold_03",10,"Fold_03",1,0.03,2,1,0.8,0.8,0,25,225,0.204482190673634
"XGBoost","Repeat_10_Fold_03",10,"Fold_03",2,0.1,2,1,0.8,0.8,0,25,37,0.213551823802006
"XGBoost","Repeat_10_Fold_03",10,"Fold_03",3,0.03,4,1,0.8,0.8,0,25,140,0.182615263315921
"XGBoost","Repeat_10_Fold_03",10,"Fold_03",4,0.1,4,1,0.8,0.8,0,25,84,0.163663083508324
"XGBoost","Repeat_10_Fold_03",10,"Fold_03",5,0.03,2,3,0.8,0.8,0,25,104,0.226598377626103
"XGBoost","Repeat_10_Fold_03",10,"Fold_03",6,0.1,2,3,0.8,0.8,0,25,47,0.290491126137427
"XGBoost","Repeat_10_Fold_03",10,"Fold_03",7,0.03,4,3,0.8,0.8,0,25,160,0.201207116873075
"XGBoost","Repeat_10_Fold_03",10,"Fold_03",8,0.1,4,3,0.8,0.8,0,25,48,0.20556986810138
"XGBoost","Repeat_10_Fold_04",10,"Fold_04",1,0.03,2,1,0.8,0.8,0,25,136,0.259942213010688
"XGBoost","Repeat_10_Fold_04",10,"Fold_04",2,0.1,2,1,0.8,0.8,0,25,32,0.276160671250322
"XGBoost","Repeat_10_Fold_04",10,"Fold_04",3,0.03,4,1,0.8,0.8,0,25,95,0.228127852118073
"XGBoost","Repeat_10_Fold_04",10,"Fold_04",4,0.1,4,1,0.8,0.8,0,25,25,0.236770756291942
"XGBoost","Repeat_10_Fold_04",10,"Fold_04",5,0.03,2,3,0.8,0.8,0,25,80,0.324834195180581
"XGBoost","Repeat_10_Fold_04",10,"Fold_04",6,0.1,2,3,0.8,0.8,0,25,46,0.374101201206661
"XGBoost","Repeat_10_Fold_04",10,"Fold_04",7,0.03,4,3,0.8,0.8,0,25,167,0.244090221410331
"XGBoost","Repeat_10_Fold_04",10,"Fold_04",8,0.1,4,3,0.8,0.8,0,25,30,0.218257970642298
"XGBoost","Repeat_10_Fold_05",10,"Fold_05",1,0.03,2,1,0.8,0.8,0,25,216,0.214796454462115
"XGBoost","Repeat_10_Fold_05",10,"Fold_05",2,0.1,2,1,0.8,0.8,0,25,64,0.222427967505959
"XGBoost","Repeat_10_Fold_05",10,"Fold_05",3,0.03,4,1,0.8,0.8,0,25,139,0.19400020089681
"XGBoost","Repeat_10_Fold_05",10,"Fold_05",4,0.1,4,1,0.8,0.8,0,25,81,0.205838947765117
"XGBoost","Repeat_10_Fold_05",10,"Fold_05",5,0.03,2,3,0.8,0.8,0,25,118,0.254836649150373
"XGBoost","Repeat_10_Fold_05",10,"Fold_05",6,0.1,2,3,0.8,0.8,0,25,43,0.25591386632564
"XGBoost","Repeat_10_Fold_05",10,"Fold_05",7,0.03,4,3,0.8,0.8,0,25,184,0.196402275809445
"XGBoost","Repeat_10_Fold_05",10,"Fold_05",8,0.1,4,3,0.8,0.8,0,25,70,0.252478504401202
"XGBoost","Repeat_11_Fold_01",11,"Fold_01",1,0.03,2,1,0.8,0.8,0,25,190,0.201422259766752
"XGBoost","Repeat_11_Fold_01",11,"Fold_01",2,0.1,2,1,0.8,0.8,0,25,220,0.219832275338166
"XGBoost","Repeat_11_Fold_01",11,"Fold_01",3,0.03,4,1,0.8,0.8,0,25,193,0.171059695376943
"XGBoost","Repeat_11_Fold_01",11,"Fold_01",4,0.1,4,1,0.8,0.8,0,25,44,0.259057107345703
"XGBoost","Repeat_11_Fold_01",11,"Fold_01",5,0.03,2,3,0.8,0.8,0,25,238,0.264384019152763
"XGBoost","Repeat_11_Fold_01",11,"Fold_01",6,0.1,2,3,0.8,0.8,0,25,35,0.246550215390296
"XGBoost","Repeat_11_Fold_01",11,"Fold_01",7,0.03,4,3,0.8,0.8,0,25,113,0.251517162747824
"XGBoost","Repeat_11_Fold_01",11,"Fold_01",8,0.1,4,3,0.8,0.8,0,25,56,0.223081157435305
"XGBoost","Repeat_11_Fold_02",11,"Fold_02",1,0.03,2,1,0.8,0.8,0,25,180,0.152617607189593
"XGBoost","Repeat_11_Fold_02",11,"Fold_02",2,0.1,2,1,0.8,0.8,0,25,86,0.238310819523087
"XGBoost","Repeat_11_Fold_02",11,"Fold_02",3,0.03,4,1,0.8,0.8,0,25,132,0.14167195941823
"XGBoost","Repeat_11_Fold_02",11,"Fold_02",4,0.1,4,1,0.8,0.8,0,25,43,0.179218856993919
"XGBoost","Repeat_11_Fold_02",11,"Fold_02",5,0.03,2,3,0.8,0.8,0,25,148,0.308221079427033
"XGBoost","Repeat_11_Fold_02",11,"Fold_02",6,0.1,2,3,0.8,0.8,0,25,49,0.221949858044704
"XGBoost","Repeat_11_Fold_02",11,"Fold_02",7,0.03,4,3,0.8,0.8,0,25,130,0.222488160674962
"XGBoost","Repeat_11_Fold_02",11,"Fold_02",8,0.1,4,3,0.8,0.8,0,25,41,0.232235069691132
"XGBoost","Repeat_11_Fold_03",11,"Fold_03",1,0.03,2,1,0.8,0.8,0,25,268,0.16610651163053
"XGBoost","Repeat_11_Fold_03",11,"Fold_03",2,0.1,2,1,0.8,0.8,0,25,152,0.251664946736687
"XGBoost","Repeat_11_Fold_03",11,"Fold_03",3,0.03,4,1,0.8,0.8,0,25,308,0.126347251930453
"XGBoost","Repeat_11_Fold_03",11,"Fold_03",4,0.1,4,1,0.8,0.8,0,25,79,0.113339219116964
"XGBoost","Repeat_11_Fold_03",11,"Fold_03",5,0.03,2,3,0.8,0.8,0,25,119,0.254750742308366
"XGBoost","Repeat_11_Fold_03",11,"Fold_03",6,0.1,2,3,0.8,0.8,0,25,80,0.227428483740928
"XGBoost","Repeat_11_Fold_03",11,"Fold_03",7,0.03,4,3,0.8,0.8,0,25,152,0.164109259037874
"XGBoost","Repeat_11_Fold_03",11,"Fold_03",8,0.1,4,3,0.8,0.8,0,25,35,0.197674266044767
"XGBoost","Repeat_11_Fold_04",11,"Fold_04",1,0.03,2,1,0.8,0.8,0,25,201,0.19583984556196
"XGBoost","Repeat_11_Fold_04",11,"Fold_04",2,0.1,2,1,0.8,0.8,0,25,69,0.214949895652423
"XGBoost","Repeat_11_Fold_04",11,"Fold_04",3,0.03,4,1,0.8,0.8,0,25,267,0.214178812034124
"XGBoost","Repeat_11_Fold_04",11,"Fold_04",4,0.1,4,1,0.8,0.8,0,25,85,0.152625654537517
"XGBoost","Repeat_11_Fold_04",11,"Fold_04",5,0.03,2,3,0.8,0.8,0,25,152,0.270432558967374
"XGBoost","Repeat_11_Fold_04",11,"Fold_04",6,0.1,2,3,0.8,0.8,0,25,34,0.241267210821836
"XGBoost","Repeat_11_Fold_04",11,"Fold_04",7,0.03,4,3,0.8,0.8,0,25,146,0.198294137765725
"XGBoost","Repeat_11_Fold_04",11,"Fold_04",8,0.1,4,3,0.8,0.8,0,25,46,0.206682012308962
"XGBoost","Repeat_11_Fold_05",11,"Fold_05",1,0.03,2,1,0.8,0.8,0,25,157,0.176010516391566
"XGBoost","Repeat_11_Fold_05",11,"Fold_05",2,0.1,2,1,0.8,0.8,0,25,86,0.249229538706669
"XGBoost","Repeat_11_Fold_05",11,"Fold_05",3,0.03,4,1,0.8,0.8,0,25,177,0.177636857341545
"XGBoost","Repeat_11_Fold_05",11,"Fold_05",4,0.1,4,1,0.8,0.8,0,25,75,0.155100954459228
"XGBoost","Repeat_11_Fold_05",11,"Fold_05",5,0.03,2,3,0.8,0.8,0,25,248,0.251996354405912
"XGBoost","Repeat_11_Fold_05",11,"Fold_05",6,0.1,2,3,0.8,0.8,0,25,58,0.187928367916566
"XGBoost","Repeat_11_Fold_05",11,"Fold_05",7,0.03,4,3,0.8,0.8,0,25,230,0.195615775811558
"XGBoost","Repeat_11_Fold_05",11,"Fold_05",8,0.1,4,3,0.8,0.8,0,25,34,0.205274464437165
"XGBoost","Repeat_12_Fold_01",12,"Fold_01",1,0.03,2,1,0.8,0.8,0,25,192,0.204056787761286
"XGBoost","Repeat_12_Fold_01",12,"Fold_01",2,0.1,2,1,0.8,0.8,0,25,82,0.170703022191167
"XGBoost","Repeat_12_Fold_01",12,"Fold_01",3,0.03,4,1,0.8,0.8,0,25,111,0.228907324821473
"XGBoost","Repeat_12_Fold_01",12,"Fold_01",4,0.1,4,1,0.8,0.8,0,25,39,0.234050498755935
"XGBoost","Repeat_12_Fold_01",12,"Fold_01",5,0.03,2,3,0.8,0.8,0,25,124,0.235967200643455
"XGBoost","Repeat_12_Fold_01",12,"Fold_01",6,0.1,2,3,0.8,0.8,0,25,24,0.295400442806287
"XGBoost","Repeat_12_Fold_01",12,"Fold_01",7,0.03,4,3,0.8,0.8,0,25,227,0.180847157688382
