"Algorithm","Run_n","Mean_Probability","Median_Probability","SD_Probability","SE_Probability","Minimum_Probability","Q25_Probability","Q75_Probability","Maximum_Probability","CI95_Lower","CI95_Upper","Mean_Inner_CV_Logloss","SD_Inner_CV_Logloss","Median_Inner_CV_Logloss"
"SVM",150,0.062723119422329,0.0536570677777437,0.0558075453392228,0.00455666699594445,0.000941712081443456,0.0372449729389738,0.0793695239689346,0.588514024744749,0.0537190853920014,0.0717271534526566,0.146403454234082,0.0127756860732127,0.148222016023544
