"Fold_ID","Run_n","Mean_Probability","SD_Probability","Median_Probability","Minimum_Probability","Maximum_Probability","CI95_Lower","CI95_Upper"
"Fold_01",30,0.170722616952844,0.236633160307057,0.0680791232734919,0.00211572856642306,0.927802562713623,0.0823623427337257,0.259082891171962
"Fold_02",30,0.242740389425308,0.214248704079117,0.149381078779698,0.0139280734583735,0.736341059207916,0.162738608529695,0.32274217032092
"Fold_03",30,0.147655405352513,0.0992624636275851,0.138050563633442,0.0185021292418242,0.406666308641434,0.110590192284245,0.184720618420781
"Fold_04",30,0.239629189297557,0.192159704164258,0.167244628071785,0.0148264579474926,0.893477439880371,0.167875576525002,0.311382802070112
"Fold_05",30,0.114438841942077,0.110310893728839,0.0751157067716121,0.00622121011838317,0.419309467077255,0.0732480772724579,0.155629606611696
