"CellID","X","Y","SVM_Mean_Probability","SVM_SD_Probability","SVM_Min_Probability","SVM_Max_Probability","SVM_Prediction_n"
103,531563.5791,4419964.11,0.0246833936706803,0.0186042210383147,0.00063454657604117,0.0935852144269111,150
104,531588.5791,4419964.11,0.0237697220254293,0.018122266449855,0.000589022513894235,0.0964950031750604,150
105,531613.5791,4419964.11,0.0236358159782935,0.0180305193005291,0.000598546198564273,0.0963422012878422,150
106,531638.5791,4419964.11,0.0235032963472891,0.0179541802719614,0.000607954890993369,0.0962266496482676,150
107,531663.5791,4419964.11,0.023375117491397,0.017894117761274,0.000617117460973219,0.0961477708119249,150
108,531688.5791,4419964.11,0.0232533161553073,0.0178507007444692,0.000625926661142594,0.0961051730176483,150
109,531713.5791,4419964.11,0.0231392647340159,0.0178239841788069,0.000634292350291001,0.0960986479151468,150
110,531738.5791,4419964.11,0.0230338511211179,0.0178138032056872,0.000642138913829843,0.0961280223987338,150
111,531763.5791,4419964.11,0.0229376218145071,0.0178198734676789,0.000649401558157947,0.0961931836741889,150
112,531788.5791,4419964.11,0.0230924678696313,0.0181708001852421,0.000673784323944756,0.0985061211519041,150
113,531813.5791,4419964.11,0.0230158093384318,0.0182066457216982,0.000678673394902086,0.0986660090896329,150
