"Algorithm","Run_ID","Repeat","Fold_ID","Grid_ID","Kernel","Cost","Gamma","Inner_nfold","Inner_CV_Logloss"
"SVM","Repeat_24_Fold_04",24,"Fold_04",6,"radial",1,0.1,4,0.154104081461294
"SVM","Repeat_24_Fold_04",24,"Fold_04",7,"radial",10,0.1,4,0.140638609539672
"SVM","Repeat_24_Fold_04",24,"Fold_04",8,"radial",100,0.1,4,0.142347660732591
"SVM","Repeat_24_Fold_04",24,"Fold_04",9,"radial",0.1,1,4,0.21541653428663
"SVM","Repeat_24_Fold_04",24,"Fold_04",10,"radial",1,1,4,0.183644122567562
"SVM","Repeat_24_Fold_04",24,"Fold_04",11,"radial",10,1,4,0.188996039915742
"SVM","Repeat_24_Fold_04",24,"Fold_04",12,"radial",100,1,4,0.162577971028646
"SVM","Repeat_24_Fold_05",24,"Fold_05",1,"radial",0.1,0.01,4,0.181467982288698
"SVM","Repeat_24_Fold_05",24,"Fold_05",2,"radial",1,0.01,4,0.15431915802458
"SVM","Repeat_24_Fold_05",24,"Fold_05",3,"radial",10,0.01,4,0.156154507122711
"SVM","Repeat_24_Fold_05",24,"Fold_05",4,"radial",100,0.01,4,0.160466234021915
"SVM","Repeat_24_Fold_05",24,"Fold_05",5,"radial",0.1,0.1,4,0.174220333705841
"SVM","Repeat_24_Fold_05",24,"Fold_05",6,"radial",1,0.1,4,0.167312007656211
"SVM","Repeat_24_Fold_05",24,"Fold_05",7,"radial",10,0.1,4,0.164116663210442
"SVM","Repeat_24_Fold_05",24,"Fold_05",8,"radial",100,0.1,4,0.165999502624075
"SVM","Repeat_24_Fold_05",24,"Fold_05",9,"radial",0.1,1,4,0.168595226435012
"SVM","Repeat_24_Fold_05",24,"Fold_05",10,"radial",1,1,4,0.164187901328867
"SVM","Repeat_24_Fold_05",24,"Fold_05",11,"radial",10,1,4,0.170556608411039
"SVM","Repeat_24_Fold_05",24,"Fold_05",12,"radial",100,1,4,0.16615382276406
"SVM","Repeat_25_Fold_01",25,"Fold_01",1,"radial",0.1,0.01,4,0.181955784252646
"SVM","Repeat_25_Fold_01",25,"Fold_01",2,"radial",1,0.01,4,0.15409577684489
"SVM","Repeat_25_Fold_01",25,"Fold_01",3,"radial",10,0.01,4,0.14761879202303
"SVM","Repeat_25_Fold_01",25,"Fold_01",4,"radial",100,0.01,4,0.166066090199229
"SVM","Repeat_25_Fold_01",25,"Fold_01",5,"radial",0.1,0.1,4,0.191648821894283
"SVM","Repeat_25_Fold_01",25,"Fold_01",6,"radial",1,0.1,4,0.176592540449931
"SVM","Repeat_25_Fold_01",25,"Fold_01",7,"radial",10,0.1,4,0.180653847532401
"SVM","Repeat_25_Fold_01",25,"Fold_01",8,"radial",100,0.1,4,0.161802757401769
"SVM","Repeat_25_Fold_01",25,"Fold_01",9,"radial",0.1,1,4,0.302308554770555
"SVM","Repeat_25_Fold_01",25,"Fold_01",10,"radial",1,1,4,0.182422993052525
"SVM","Repeat_25_Fold_01",25,"Fold_01",11,"radial",10,1,4,0.216766139114129
"SVM","Repeat_25_Fold_01",25,"Fold_01",12,"radial",100,1,4,0.209417310495134
"SVM","Repeat_25_Fold_02",25,"Fold_02",1,"radial",0.1,0.01,4,0.185914230706914
"SVM","Repeat_25_Fold_02",25,"Fold_02",2,"radial",1,0.01,4,0.149034239487071
"SVM","Repeat_25_Fold_02",25,"Fold_02",3,"radial",10,0.01,4,0.145144505667807
"SVM","Repeat_25_Fold_02",25,"Fold_02",4,"radial",100,0.01,4,0.147895706562406
"SVM","Repeat_25_Fold_02",25,"Fold_02",5,"radial",0.1,0.1,4,0.185262248373888
"SVM","Repeat_25_Fold_02",25,"Fold_02",6,"radial",1,0.1,4,0.17370262427079
"SVM","Repeat_25_Fold_02",25,"Fold_02",7,"radial",10,0.1,4,0.200287019128102
"SVM","Repeat_25_Fold_02",25,"Fold_02",8,"radial",100,0.1,4,0.179771045052206
"SVM","Repeat_25_Fold_02",25,"Fold_02",9,"radial",0.1,1,4,0.188043847058307
"SVM","Repeat_25_Fold_02",25,"Fold_02",10,"radial",1,1,4,0.163348451594452
"SVM","Repeat_25_Fold_02",25,"Fold_02",11,"radial",10,1,4,0.156677343185601
"SVM","Repeat_25_Fold_02",25,"Fold_02",12,"radial",100,1,4,0.162408152816128
"SVM","Repeat_25_Fold_03",25,"Fold_03",1,"radial",0.1,0.01,4,0.179815307099524
"SVM","Repeat_25_Fold_03",25,"Fold_03",2,"radial",1,0.01,4,0.155354999153928
"SVM","Repeat_25_Fold_03",25,"Fold_03",3,"radial",10,0.01,4,0.163263342533124
"SVM","Repeat_25_Fold_03",25,"Fold_03",4,"radial",100,0.01,4,0.154999236290545
"SVM","Repeat_25_Fold_03",25,"Fold_03",5,"radial",0.1,0.1,4,0.17930874107448
"SVM","Repeat_25_Fold_03",25,"Fold_03",6,"radial",1,0.1,4,0.167548665349711
"SVM","Repeat_25_Fold_03",25,"Fold_03",7,"radial",10,0.1,4,0.177757325736823
"SVM","Repeat_25_Fold_03",25,"Fold_03",8,"radial",100,0.1,4,0.190438897930203
"SVM","Repeat_25_Fold_03",25,"Fold_03",9,"radial",0.1,1,4,0.168552134324868
"SVM","Repeat_25_Fold_03",25,"Fold_03",10,"radial",1,1,4,0.165353975406634
"SVM","Repeat_25_Fold_03",25,"Fold_03",11,"radial",10,1,4,0.169715214243421
"SVM","Repeat_25_Fold_03",25,"Fold_03",12,"radial",100,1,4,0.197322983007142
"SVM","Repeat_25_Fold_04",25,"Fold_04",1,"radial",0.1,0.01,4,0.183016797447748
"SVM","Repeat_25_Fold_04",25,"Fold_04",2,"radial",1,0.01,4,0.138350089012964
"SVM","Repeat_25_Fold_04",25,"Fold_04",3,"radial",10,0.01,4,0.162841598449068
"SVM","Repeat_25_Fold_04",25,"Fold_04",4,"radial",100,0.01,4,0.215077567172054
"SVM","Repeat_25_Fold_04",25,"Fold_04",5,"radial",0.1,0.1,4,0.152493864151326
"SVM","Repeat_25_Fold_04",25,"Fold_04",6,"radial",1,0.1,4,0.191530949426248
"SVM","Repeat_25_Fold_04",25,"Fold_04",7,"radial",10,0.1,4,0.163722988707902
"SVM","Repeat_25_Fold_04",25,"Fold_04",8,"radial",100,0.1,4,0.177253894518575
"SVM","Repeat_25_Fold_04",25,"Fold_04",9,"radial",0.1,1,4,0.291350933990425
"SVM","Repeat_25_Fold_04",25,"Fold_04",10,"radial",1,1,4,0.15983710621411
"SVM","Repeat_25_Fold_04",25,"Fold_04",11,"radial",10,1,4,0.134451504144878
"SVM","Repeat_25_Fold_04",25,"Fold_04",12,"radial",100,1,4,0.160138047249605
"SVM","Repeat_25_Fold_05",25,"Fold_05",1,"radial",0.1,0.01,4,0.177363098743502
"SVM","Repeat_25_Fold_05",25,"Fold_05",2,"radial",1,0.01,4,0.151820699511672
"SVM","Repeat_25_Fold_05",25,"Fold_05",3,"radial",10,0.01,4,0.164215035150215
"SVM","Repeat_25_Fold_05",25,"Fold_05",4,"radial",100,0.01,4,0.162437817709813
"SVM","Repeat_25_Fold_05",25,"Fold_05",5,"radial",0.1,0.1,4,0.166230651230452
"SVM","Repeat_25_Fold_05",25,"Fold_05",6,"radial",1,0.1,4,0.167574898609062
"SVM","Repeat_25_Fold_05",25,"Fold_05",7,"radial",10,0.1,4,0.171432700542394
"SVM","Repeat_25_Fold_05",25,"Fold_05",8,"radial",100,0.1,4,0.178708225808496
"SVM","Repeat_25_Fold_05",25,"Fold_05",9,"radial",0.1,1,4,0.166608561987892
"SVM","Repeat_25_Fold_05",25,"Fold_05",10,"radial",1,1,4,0.164724485878384
"SVM","Repeat_25_Fold_05",25,"Fold_05",11,"radial",10,1,4,0.16748895577993
"SVM","Repeat_25_Fold_05",25,"Fold_05",12,"radial",100,1,4,0.163965383549027
"SVM","Repeat_26_Fold_01",26,"Fold_01",1,"radial",0.1,0.01,4,0.168866272624018
"SVM","Repeat_26_Fold_01",26,"Fold_01",2,"radial",1,0.01,4,0.151579077791753
"SVM","Repeat_26_Fold_01",26,"Fold_01",3,"radial",10,0.01,4,0.153655880894125
"SVM","Repeat_26_Fold_01",26,"Fold_01",4,"radial",100,0.01,4,0.186596966334555
"SVM","Repeat_26_Fold_01",26,"Fold_01",5,"radial",0.1,0.1,4,0.178362998519704
"SVM","Repeat_26_Fold_01",26,"Fold_01",6,"radial",1,0.1,4,0.202758509657011
"SVM","Repeat_26_Fold_01",26,"Fold_01",7,"radial",10,0.1,4,0.193918517924673
"SVM","Repeat_26_Fold_01",26,"Fold_01",8,"radial",100,0.1,4,0.243015076784595
"SVM","Repeat_26_Fold_01",26,"Fold_01",9,"radial",0.1,1,4,0.232219037585644
"SVM","Repeat_26_Fold_01",26,"Fold_01",10,"radial",1,1,4,0.178365629440229
"SVM","Repeat_26_Fold_01",26,"Fold_01",11,"radial",10,1,4,0.183772976882318
"SVM","Repeat_26_Fold_01",26,"Fold_01",12,"radial",100,1,4,0.175232307539626
"SVM","Repeat_26_Fold_02",26,"Fold_02",1,"radial",0.1,0.01,4,0.184336274457081
"SVM","Repeat_26_Fold_02",26,"Fold_02",2,"radial",1,0.01,4,0.13728638318026
"SVM","Repeat_26_Fold_02",26,"Fold_02",3,"radial",10,0.01,4,0.152897634489605
"SVM","Repeat_26_Fold_02",26,"Fold_02",4,"radial",100,0.01,4,0.159101074422571
"SVM","Repeat_26_Fold_02",26,"Fold_02",5,"radial",0.1,0.1,4,0.192407294552241
"SVM","Repeat_26_Fold_02",26,"Fold_02",6,"radial",1,0.1,4,0.178491653819101
"SVM","Repeat_26_Fold_02",26,"Fold_02",7,"radial",10,0.1,4,0.194645640396518
"SVM","Repeat_26_Fold_02",26,"Fold_02",8,"radial",100,0.1,4,0.202435321298258
"SVM","Repeat_26_Fold_02",26,"Fold_02",9,"radial",0.1,1,4,0.201736932532326
"SVM","Repeat_26_Fold_02",26,"Fold_02",10,"radial",1,1,4,0.173051482959351
"SVM","Repeat_26_Fold_02",26,"Fold_02",11,"radial",10,1,4,0.185978842023133
"SVM","Repeat_26_Fold_02",26,"Fold_02",12,"radial",100,1,4,0.194789198856938
"SVM","Repeat_26_Fold_03",26,"Fold_03",1,"radial",0.1,0.01,4,0.182560202067687
"SVM","Repeat_26_Fold_03",26,"Fold_03",2,"radial",1,0.01,4,0.14704293183616
"SVM","Repeat_26_Fold_03",26,"Fold_03",3,"radial",10,0.01,4,0.153075674017636
"SVM","Repeat_26_Fold_03",26,"Fold_03",4,"radial",100,0.01,4,0.171911000551449
"SVM","Repeat_26_Fold_03",26,"Fold_03",5,"radial",0.1,0.1,4,0.170570553925113
"SVM","Repeat_26_Fold_03",26,"Fold_03",6,"radial",1,0.1,4,0.192317722140505
"SVM","Repeat_26_Fold_03",26,"Fold_03",7,"radial",10,0.1,4,0.195783780526744
"SVM","Repeat_26_Fold_03",26,"Fold_03",8,"radial",100,0.1,4,0.225550348358947
"SVM","Repeat_26_Fold_03",26,"Fold_03",9,"radial",0.1,1,4,0.169252683707047
"SVM","Repeat_26_Fold_03",26,"Fold_03",10,"radial",1,1,4,0.155071879494023
"SVM","Repeat_26_Fold_03",26,"Fold_03",11,"radial",10,1,4,0.16143824330909
"SVM","Repeat_26_Fold_03",26,"Fold_03",12,"radial",100,1,4,0.162877555610199
"SVM","Repeat_26_Fold_04",26,"Fold_04",1,"radial",0.1,0.01,4,0.158939434006393
"SVM","Repeat_26_Fold_04",26,"Fold_04",2,"radial",1,0.01,4,0.178389799076798
"SVM","Repeat_26_Fold_04",26,"Fold_04",3,"radial",10,0.01,4,0.140331836555445
"SVM","Repeat_26_Fold_04",26,"Fold_04",4,"radial",100,0.01,4,0.148498313946035
"SVM","Repeat_26_Fold_04",26,"Fold_04",5,"radial",0.1,0.1,4,0.169189542452105
"SVM","Repeat_26_Fold_04",26,"Fold_04",6,"radial",1,0.1,4,0.109943641374423
"SVM","Repeat_26_Fold_04",26,"Fold_04",7,"radial",10,0.1,4,0.105599872940909
"SVM","Repeat_26_Fold_04",26,"Fold_04",8,"radial",100,0.1,4,0.105647364203016
"SVM","Repeat_26_Fold_04",26,"Fold_04",9,"radial",0.1,1,4,0.206117593092818
"SVM","Repeat_26_Fold_04",26,"Fold_04",10,"radial",1,1,4,0.178041127798709
"SVM","Repeat_26_Fold_04",26,"Fold_04",11,"radial",10,1,4,0.177444065320708
"SVM","Repeat_26_Fold_04",26,"Fold_04",12,"radial",100,1,4,0.177179407376998
"SVM","Repeat_26_Fold_05",26,"Fold_05",1,"radial",0.1,0.01,4,0.17906530033448
"SVM","Repeat_26_Fold_05",26,"Fold_05",2,"radial",1,0.01,4,0.161239771818813
"SVM","Repeat_26_Fold_05",26,"Fold_05",3,"radial",10,0.01,4,0.168006306089941
"SVM","Repeat_26_Fold_05",26,"Fold_05",4,"radial",100,0.01,4,0.161895960056439
"SVM","Repeat_26_Fold_05",26,"Fold_05",5,"radial",0.1,0.1,4,0.162964533418356
"SVM","Repeat_26_Fold_05",26,"Fold_05",6,"radial",1,0.1,4,0.178939093446847
"SVM","Repeat_26_Fold_05",26,"Fold_05",7,"radial",10,0.1,4,0.181944896047121
"SVM","Repeat_26_Fold_05",26,"Fold_05",8,"radial",100,0.1,4,0.200068356383254
"SVM","Repeat_26_Fold_05",26,"Fold_05",9,"radial",0.1,1,4,0.166315699865706
"SVM","Repeat_26_Fold_05",26,"Fold_05",10,"radial",1,1,4,0.176910453378131
"SVM","Repeat_26_Fold_05",26,"Fold_05",11,"radial",10,1,4,0.175751830838886
"SVM","Repeat_26_Fold_05",26,"Fold_05",12,"radial",100,1,4,0.166510634993124
"SVM","Repeat_27_Fold_01",27,"Fold_01",1,"radial",0.1,0.01,4,0.184681951091684
"SVM","Repeat_27_Fold_01",27,"Fold_01",2,"radial",1,0.01,4,0.15385248666339
"SVM","Repeat_27_Fold_01",27,"Fold_01",3,"radial",10,0.01,4,0.159012904850699
"SVM","Repeat_27_Fold_01",27,"Fold_01",4,"radial",100,0.01,4,0.166151457926072
"SVM","Repeat_27_Fold_01",27,"Fold_01",5,"radial",0.1,0.1,4,0.188283691914412
"SVM","Repeat_27_Fold_01",27,"Fold_01",6,"radial",1,0.1,4,0.196544198311376
"SVM","Repeat_27_Fold_01",27,"Fold_01",7,"radial",10,0.1,4,0.197315435390442
"SVM","Repeat_27_Fold_01",27,"Fold_01",8,"radial",100,0.1,4,0.199077437873558
"SVM","Repeat_27_Fold_01",27,"Fold_01",9,"radial",0.1,1,4,0.251992646346341
"SVM","Repeat_27_Fold_01",27,"Fold_01",10,"radial",1,1,4,0.168957259851051
"SVM","Repeat_27_Fold_01",27,"Fold_01",11,"radial",10,1,4,0.16469374309693
"SVM","Repeat_27_Fold_01",27,"Fold_01",12,"radial",100,1,4,0.161843412895907
"SVM","Repeat_27_Fold_02",27,"Fold_02",1,"radial",0.1,0.01,4,0.181041531023771
"SVM","Repeat_27_Fold_02",27,"Fold_02",2,"radial",1,0.01,4,0.14849071453034
"SVM","Repeat_27_Fold_02",27,"Fold_02",3,"radial",10,0.01,4,0.145740056564056
"SVM","Repeat_27_Fold_02",27,"Fold_02",4,"radial",100,0.01,4,0.144764346632646
"SVM","Repeat_27_Fold_02",27,"Fold_02",5,"radial",0.1,0.1,4,0.184648318157025
"SVM","Repeat_27_Fold_02",27,"Fold_02",6,"radial",1,0.1,4,0.156871357639065
"SVM","Repeat_27_Fold_02",27,"Fold_02",7,"radial",10,0.1,4,0.159030595565639
"SVM","Repeat_27_Fold_02",27,"Fold_02",8,"radial",100,0.1,4,0.151803635538017
"SVM","Repeat_27_Fold_02",27,"Fold_02",9,"radial",0.1,1,4,0.259040855819461
"SVM","Repeat_27_Fold_02",27,"Fold_02",10,"radial",1,1,4,0.182644730197304
"SVM","Repeat_27_Fold_02",27,"Fold_02",11,"radial",10,1,4,0.18543158223855
"SVM","Repeat_27_Fold_02",27,"Fold_02",12,"radial",100,1,4,0.190999537588109
"SVM","Repeat_27_Fold_03",27,"Fold_03",1,"radial",0.1,0.01,4,0.173532527902714
"SVM","Repeat_27_Fold_03",27,"Fold_03",2,"radial",1,0.01,4,0.153901343490546
"SVM","Repeat_27_Fold_03",27,"Fold_03",3,"radial",10,0.01,4,0.158599946651309
"SVM","Repeat_27_Fold_03",27,"Fold_03",4,"radial",100,0.01,4,0.157894922579288
"SVM","Repeat_27_Fold_03",27,"Fold_03",5,"radial",0.1,0.1,4,0.174229180207854
"SVM","Repeat_27_Fold_03",27,"Fold_03",6,"radial",1,0.1,4,0.171250838812638
"SVM","Repeat_27_Fold_03",27,"Fold_03",7,"radial",10,0.1,4,0.201328331457127
"SVM","Repeat_27_Fold_03",27,"Fold_03",8,"radial",100,0.1,4,0.175754867943911
"SVM","Repeat_27_Fold_03",27,"Fold_03",9,"radial",0.1,1,4,0.169525218491525
"SVM","Repeat_27_Fold_03",27,"Fold_03",10,"radial",1,1,4,0.182102799125287
"SVM","Repeat_27_Fold_03",27,"Fold_03",11,"radial",10,1,4,0.178069998711471
"SVM","Repeat_27_Fold_03",27,"Fold_03",12,"radial",100,1,4,0.170056427471933
"SVM","Repeat_27_Fold_04",27,"Fold_04",1,"radial",0.1,0.01,4,0.184044992778581
"SVM","Repeat_27_Fold_04",27,"Fold_04",2,"radial",1,0.01,4,0.141690568601424
"SVM","Repeat_27_Fold_04",27,"Fold_04",3,"radial",10,0.01,4,0.15485206173685
"SVM","Repeat_27_Fold_04",27,"Fold_04",4,"radial",100,0.01,4,0.158161486989517
"SVM","Repeat_27_Fold_04",27,"Fold_04",5,"radial",0.1,0.1,4,0.170792228118888
"SVM","Repeat_27_Fold_04",27,"Fold_04",6,"radial",1,0.1,4,0.159056932921927
"SVM","Repeat_27_Fold_04",27,"Fold_04",7,"radial",10,0.1,4,0.187167848103582
"SVM","Repeat_27_Fold_04",27,"Fold_04",8,"radial",100,0.1,4,0.166349766387966
"SVM","Repeat_27_Fold_04",27,"Fold_04",9,"radial",0.1,1,4,0.223725494939003
"SVM","Repeat_27_Fold_04",27,"Fold_04",10,"radial",1,1,4,0.160856196774539
"SVM","Repeat_27_Fold_04",27,"Fold_04",11,"radial",10,1,4,0.183797376269765
"SVM","Repeat_27_Fold_04",27,"Fold_04",12,"radial",100,1,4,0.176578962380228
"SVM","Repeat_27_Fold_05",27,"Fold_05",1,"radial",0.1,0.01,4,0.185838435161424
"SVM","Repeat_27_Fold_05",27,"Fold_05",2,"radial",1,0.01,4,0.155925926449228
"SVM","Repeat_27_Fold_05",27,"Fold_05",3,"radial",10,0.01,4,0.155059386223562
"SVM","Repeat_27_Fold_05",27,"Fold_05",4,"radial",100,0.01,4,0.154073860180207
"SVM","Repeat_27_Fold_05",27,"Fold_05",5,"radial",0.1,0.1,4,0.158627447051949
"SVM","Repeat_27_Fold_05",27,"Fold_05",6,"radial",1,0.1,4,0.168906729872515
"SVM","Repeat_27_Fold_05",27,"Fold_05",7,"radial",10,0.1,4,0.157230376441263
"SVM","Repeat_27_Fold_05",27,"Fold_05",8,"radial",100,0.1,4,0.14951955777107
"SVM","Repeat_27_Fold_05",27,"Fold_05",9,"radial",0.1,1,4,0.166208760524657
"SVM","Repeat_27_Fold_05",27,"Fold_05",10,"radial",1,1,4,0.1744562620298
"SVM","Repeat_27_Fold_05",27,"Fold_05",11,"radial",10,1,4,0.175477434577239
"SVM","Repeat_27_Fold_05",27,"Fold_05",12,"radial",100,1,4,0.174106377713872
"SVM","Repeat_28_Fold_01",28,"Fold_01",1,"radial",0.1,0.01,4,0.185591804702647
"SVM","Repeat_28_Fold_01",28,"Fold_01",2,"radial",1,0.01,4,0.146564263544813
"SVM","Repeat_28_Fold_01",28,"Fold_01",3,"radial",10,0.01,4,0.157240945385385
"SVM","Repeat_28_Fold_01",28,"Fold_01",4,"radial",100,0.01,4,0.169536072924201
"SVM","Repeat_28_Fold_01",28,"Fold_01",5,"radial",0.1,0.1,4,0.182188137768673
"SVM","Repeat_28_Fold_01",28,"Fold_01",6,"radial",1,0.1,4,0.175613293036994
"SVM","Repeat_28_Fold_01",28,"Fold_01",7,"radial",10,0.1,4,0.204139262529017
"SVM","Repeat_28_Fold_01",28,"Fold_01",8,"radial",100,0.1,4,0.182219549603513
"SVM","Repeat_28_Fold_01",28,"Fold_01",9,"radial",0.1,1,4,0.312793931444638
"SVM","Repeat_28_Fold_01",28,"Fold_01",10,"radial",1,1,4,0.209028733101751
"SVM","Repeat_28_Fold_01",28,"Fold_01",11,"radial",10,1,4,0.181450660699213
"SVM","Repeat_28_Fold_01",28,"Fold_01",12,"radial",100,1,4,0.183355500993741
"SVM","Repeat_28_Fold_02",28,"Fold_02",1,"radial",0.1,0.01,4,0.18391912861667
"SVM","Repeat_28_Fold_02",28,"Fold_02",2,"radial",1,0.01,4,0.15472175301703
"SVM","Repeat_28_Fold_02",28,"Fold_02",3,"radial",10,0.01,4,0.144028471439747
"SVM","Repeat_28_Fold_02",28,"Fold_02",4,"radial",100,0.01,4,0.158704991787365
"SVM","Repeat_28_Fold_02",28,"Fold_02",5,"radial",0.1,0.1,4,0.171417816262669
"SVM","Repeat_28_Fold_02",28,"Fold_02",6,"radial",1,0.1,4,0.168732814216262
"SVM","Repeat_28_Fold_02",28,"Fold_02",7,"radial",10,0.1,4,0.165369381060822
"SVM","Repeat_28_Fold_02",28,"Fold_02",8,"radial",100,0.1,4,0.180244928787957
"SVM","Repeat_28_Fold_02",28,"Fold_02",9,"radial",0.1,1,4,0.207415503085474
"SVM","Repeat_28_Fold_02",28,"Fold_02",10,"radial",1,1,4,0.173327877235309
"SVM","Repeat_28_Fold_02",28,"Fold_02",11,"radial",10,1,4,0.167777233455259
"SVM","Repeat_28_Fold_02",28,"Fold_02",12,"radial",100,1,4,0.171802477298717
"SVM","Repeat_28_Fold_03",28,"Fold_03",1,"radial",0.1,0.01,4,0.184241395714976
"SVM","Repeat_28_Fold_03",28,"Fold_03",2,"radial",1,0.01,4,0.153835329126342
"SVM","Repeat_28_Fold_03",28,"Fold_03",3,"radial",10,0.01,4,0.166390614270612
"SVM","Repeat_28_Fold_03",28,"Fold_03",4,"radial",100,0.01,4,0.159930449653927
"SVM","Repeat_28_Fold_03",28,"Fold_03",5,"radial",0.1,0.1,4,0.16719561178306
"SVM","Repeat_28_Fold_03",28,"Fold_03",6,"radial",1,0.1,4,0.170880521085796
"SVM","Repeat_28_Fold_03",28,"Fold_03",7,"radial",10,0.1,4,0.172358101386484
"SVM","Repeat_28_Fold_03",28,"Fold_03",8,"radial",100,0.1,4,0.172531373584625
"SVM","Repeat_28_Fold_03",28,"Fold_03",9,"radial",0.1,1,4,0.169847180773348
"SVM","Repeat_28_Fold_03",28,"Fold_03",10,"radial",1,1,4,0.166374928326019
"SVM","Repeat_28_Fold_03",28,"Fold_03",11,"radial",10,1,4,0.164937115673768
"SVM","Repeat_28_Fold_03",28,"Fold_03",12,"radial",100,1,4,0.16981339701948
"SVM","Repeat_28_Fold_04",28,"Fold_04",1,"radial",0.1,0.01,4,0.187353894551506
"SVM","Repeat_28_Fold_04",28,"Fold_04",2,"radial",1,0.01,4,0.157518071770285
"SVM","Repeat_28_Fold_04",28,"Fold_04",3,"radial",10,0.01,4,0.185327109857102
"SVM","Repeat_28_Fold_04",28,"Fold_04",4,"radial",100,0.01,4,0.183786834251133
"SVM","Repeat_28_Fold_04",28,"Fold_04",5,"radial",0.1,0.1,4,0.152319461473746
"SVM","Repeat_28_Fold_04",28,"Fold_04",6,"radial",1,0.1,4,0.15297474397362
"SVM","Repeat_28_Fold_04",28,"Fold_04",7,"radial",10,0.1,4,0.152786229291832
"SVM","Repeat_28_Fold_04",28,"Fold_04",8,"radial",100,0.1,4,0.163287337919398
"SVM","Repeat_28_Fold_04",28,"Fold_04",9,"radial",0.1,1,4,0.205076574135248
"SVM","Repeat_28_Fold_04",28,"Fold_04",10,"radial",1,1,4,0.202280538616231
"SVM","Repeat_28_Fold_04",28,"Fold_04",11,"radial",10,1,4,0.194186013579031
"SVM","Repeat_28_Fold_04",28,"Fold_04",12,"radial",100,1,4,0.188651910777799
"SVM","Repeat_28_Fold_05",28,"Fold_05",1,"radial",0.1,0.01,4,0.169616448746783
"SVM","Repeat_28_Fold_05",28,"Fold_05",2,"radial",1,0.01,4,0.156773146367741
"SVM","Repeat_28_Fold_05",28,"Fold_05",3,"radial",10,0.01,4,0.15354081693169
"SVM","Repeat_28_Fold_05",28,"Fold_05",4,"radial",100,0.01,4,0.154865603704547
"SVM","Repeat_28_Fold_05",28,"Fold_05",5,"radial",0.1,0.1,4,0.16768975093626
"SVM","Repeat_28_Fold_05",28,"Fold_05",6,"radial",1,0.1,4,0.164304937196675
"SVM","Repeat_28_Fold_05",28,"Fold_05",7,"radial",10,0.1,4,0.174165045812967
"SVM","Repeat_28_Fold_05",28,"Fold_05",8,"radial",100,0.1,4,0.171139379507621
"SVM","Repeat_28_Fold_05",28,"Fold_05",9,"radial",0.1,1,4,0.173854585908985
"SVM","Repeat_28_Fold_05",28,"Fold_05",10,"radial",1,1,4,0.166335250353761
"SVM","Repeat_28_Fold_05",28,"Fold_05",11,"radial",10,1,4,0.167396873225899
"SVM","Repeat_28_Fold_05",28,"Fold_05",12,"radial",100,1,4,0.176652121501234
"SVM","Repeat_29_Fold_01",29,"Fold_01",1,"radial",0.1,0.01,4,0.177318360467217
"SVM","Repeat_29_Fold_01",29,"Fold_01",2,"radial",1,0.01,4,0.165111665534794
"SVM","Repeat_29_Fold_01",29,"Fold_01",3,"radial",10,0.01,4,0.184456955121778
"SVM","Repeat_29_Fold_01",29,"Fold_01",4,"radial",100,0.01,4,0.200533393923252
"SVM","Repeat_29_Fold_01",29,"Fold_01",5,"radial",0.1,0.1,4,0.203783414587412
"SVM","Repeat_29_Fold_01",29,"Fold_01",6,"radial",1,0.1,4,0.186816824591211
"SVM","Repeat_29_Fold_01",29,"Fold_01",7,"radial",10,0.1,4,0.189096380072389
"SVM","Repeat_29_Fold_01",29,"Fold_01",8,"radial",100,0.1,4,0.197960086825852
"SVM","Repeat_29_Fold_01",29,"Fold_01",9,"radial",0.1,1,4,0.175086488530323
"SVM","Repeat_29_Fold_01",29,"Fold_01",10,"radial",1,1,4,0.187506130495527
"SVM","Repeat_29_Fold_01",29,"Fold_01",11,"radial",10,1,4,0.20250157020152
"SVM","Repeat_29_Fold_01",29,"Fold_01",12,"radial",100,1,4,0.271597266988736
"SVM","Repeat_29_Fold_02",29,"Fold_02",1,"radial",0.1,0.01,4,0.179952888236274
"SVM","Repeat_29_Fold_02",29,"Fold_02",2,"radial",1,0.01,4,0.182413347130916
"SVM","Repeat_29_Fold_02",29,"Fold_02",3,"radial",10,0.01,4,0.16178034689509
"SVM","Repeat_29_Fold_02",29,"Fold_02",4,"radial",100,0.01,4,0.154921739979996
"SVM","Repeat_29_Fold_02",29,"Fold_02",5,"radial",0.1,0.1,4,0.172114873103155
"SVM","Repeat_29_Fold_02",29,"Fold_02",6,"radial",1,0.1,4,0.185732403318457
"SVM","Repeat_29_Fold_02",29,"Fold_02",7,"radial",10,0.1,4,0.188939504754916
"SVM","Repeat_29_Fold_02",29,"Fold_02",8,"radial",100,0.1,4,0.171988560122661
"SVM","Repeat_29_Fold_02",29,"Fold_02",9,"radial",0.1,1,4,0.208746780151019
"SVM","Repeat_29_Fold_02",29,"Fold_02",10,"radial",1,1,4,0.166848742810158
"SVM","Repeat_29_Fold_02",29,"Fold_02",11,"radial",10,1,4,0.166404998439743
"SVM","Repeat_29_Fold_02",29,"Fold_02",12,"radial",100,1,4,0.218896629817323
"SVM","Repeat_29_Fold_03",29,"Fold_03",1,"radial",0.1,0.01,4,0.199553852214746
"SVM","Repeat_29_Fold_03",29,"Fold_03",2,"radial",1,0.01,4,0.164338518092622
