"CellID","X","Y","Pb_OK","Zn_OK","Cu_OK","Lithology","Dist_Fault","Dist_Silicified","Dist_Brecciated","Min_Dist_to_Occurrence_m","Background_Eligible"
7306,531638.5791,4417714.11,35.3644065856934,59.3775825500488,15.7464075088501,3,75,425.734649658203,235.849517822266,506.94130750672,TRUE
7307,531663.5791,4417714.11,35.7815399169922,56.6168441772461,15.2748899459839,3,50,425,213.600082397461,487.435579596547,TRUE
7308,531688.5791,4417714.11,35.3482666015625,54.1504325866699,14.4646320343018,3,25,425.734649658203,190.394332885742,468.452131232872,TRUE
7309,531713.5791,4417714.11,34.6679420471191,52.3221740722656,14.0316638946533,3,0,427.931060791016,167.705093383789,450.05705666795,TRUE
7310,531738.5791,4417714.11,33.5070114135742,51.5901489257812,13.4106998443604,3,25,410.030517578125,145.773788452148,432.32546681478,TRUE
7311,531763.5791,4417714.11,31.6681690216064,53.4454574584961,13.9807777404785,3,25,390.512481689453,125,415.342345850524,TRUE
7312,531788.5791,4417714.11,30.6480693817139,54.8524932861328,14.5636005401611,3,35.355339050293,371.651733398438,106.066009521484,399.203230518761,TRUE
7313,531813.5791,4417714.11,32.2274703979492,57.3567886352539,15.1764469146729,3,50,353.553405761719,90.1387786865234,384.014549537662,TRUE
7314,531838.5791,4417714.11,35.1552963256836,59.5744590759277,15.6891670227051,3,55.9016990661621,336.340606689453,79.0569458007812,369.893402558916,TRUE
7315,531863.5791,4417714.11,38.0708236694336,59.5939598083496,16.0218086242676,3,70.7106781005859,320.156219482422,75,356.966502989581,TRUE
7316,531888.5791,4417714.11,41.3693389892578,58.1291465759277,15.919412612915,3,79.0569458007812,305.163879394531,79.0569458007812,345.367976593965,TRUE
7317,531913.5791,4417714.11,44.5884017944336,54.280029296875,15.2956962585449,3,90.1387786865234,291.547576904297,90.1387786865234,335.23572938547,TRUE
7318,531938.5791,4417714.11,47.2200660705566,43.222038269043,14.1527624130249,3,103.07763671875,279.508483886719,106.066009521484,326.70621245487,TRUE
7319,531963.5791,4417714.11,49.6303939819336,23.5653686523438,12.685320854187,3,111.803398132324,269.258239746094,125,319.907649575007,TRUE
7320,531988.5791,4417714.11,50.6240882873535,20.3807735443115,11.3019008636475,3,125,261.007659912109,145.773788452148,314.952153916439,TRUE
7321,532013.5791,4417714.11,49.5195236206055,20.9673175811768,10.4083194732666,3,134.629119873047,254.950973510742,167.705093383789,311.927578544448,TRUE
7322,532038.5791,4417714.11,45.8526306152344,24.0103721618652,10.2621154785156,3,145.773788452148,251.246887207031,190.394332885742,310.890284918332,TRUE
7323,532063.5791,4417714.11,42.8343849182129,29.7802410125732,10.834734916687,2,160.078109741211,250,213.600082397461,311.860103662845,TRUE
7324,532088.5791,4417714.11,41.5723762512207,36.8778686523438,11.8906335830688,2,176.776702880859,251.246887207031,237.170822143555,314.818486205304,TRUE
7325,532113.5791,4417714.11,40.8002700805664,39.9283485412598,13.0543909072876,2,190.394332885742,254.950973510742,261.007659912109,319.710234832414,TRUE
7326,532138.5791,4417714.11,40.3118667602539,40.449520111084,14.1302604675293,2,201.556442260742,261.007659912109,285.043853759766,326.448448084221,TRUE
7327,532163.5791,4417714.11,39.9708976745605,41.3456764221191,15.0606393814087,2,213.600082397461,269.258239746094,309.232940673828,334.921698694777,TRUE
7328,532188.5791,4417714.11,37.8132667541504,37.9776191711426,14.9678411483765,2,223.606796264648,279.508483886719,333.541595458984,345.002172828801,TRUE
7329,532213.5791,4417714.11,37.0152206420898,37.9633140563965,16.1548290252686,2,235.849517822266,291.547576904297,357.945526123047,356.553578381416,TRUE
7330,532238.5791,4417714.11,36.5111045837402,38.2519226074219,16.2068405151367,2,246.221450805664,305.163879394531,382.426452636719,369.437964016411,TRUE
7331,532263.5791,4417714.11,36.1101570129395,38.641185760498,16.1863269805908,2,257.390747070312,320.156219482422,406.970489501953,383.521008885549,TRUE
7332,532288.5791,4417714.11,33.8500213623047,38.2166061401367,16.081958770752,2,269.258239746094,336.340606689453,431.56689453125,398.675706880402,TRUE
7333,532313.5791,4417714.11,33.5540084838867,38.6204795837402,16.0464057922363,2,279.508483886719,353.553405761719,456.207183837891,414.784611884996,TRUE
7334,532338.5791,4417714.11,34.22705078125,32.7036552429199,14.5451536178589,2,291.547576904297,371.651733398438,475,431.740928401033,TRUE
7335,532363.5791,4417714.11,34.1335830688477,34.0861549377441,12.7399454116821,2,302.076141357422,388.908721923828,475,443.83055106258,TRUE
7336,532388.5791,4417714.11,34.3085784912109,36.486400604248,12.8437461853027,2,313.249114990234,406.970489501953,475.657470703125,449.209876401345,TRUE
7337,532413.5791,4417714.11,32.6655807495117,36.1147880554199,12.8257675170898,2,325,425.734649658203,477.624328613281,455.898528245607,TRUE
7338,532438.5791,4417714.11,33.9230918884277,39.6831703186035,13.6118364334106,2,335.410186767578,445.112335205078,480.884613037109,463.839867903255,TRUE
7339,532463.5791,4417714.11,32.9789810180664,42.5402374267578,14.3732757568359,2,347.311096191406,465.026916503906,485.412231445312,472.970800426948,TRUE
7340,532488.5791,4417714.11,32.3528137207031,37.9034004211426,14.0127458572388,2,360.555114746094,480.884613037109,491.172088623047,483.223895369948,TRUE
7341,532513.5791,4417714.11,32.8844528198242,39.3120422363281,14.2434549331665,2,375,485.412231445312,498.121459960938,494.529360156205,TRUE
7342,532538.5791,4417714.11,32.2231521606445,40.851921081543,14.3926181793213,2,390.512481689453,491.172088623047,500.624603271484,506.816774640011,TRUE
7343,532563.5791,4417714.11,32.771411895752,42.0063514709473,14.7570848464966,2,403.112884521484,498.121459960938,502.493774414062,520.016536329858,TRUE
7344,532588.5791,4417714.11,32.6421356201172,40.2723274230957,14.3892230987549,2,416.082916259766,505.593719482422,505.593719482422,534.061001250327,TRUE
7345,532613.5791,4417714.11,32.6497383117676,40.3964691162109,14.3896312713623,2,430.116271972656,509.901947021484,509.901947021484,548.885332338641,TRUE
7346,532638.5791,4417714.11,32.443172454834,41.3158912658691,14.1979646682739,2,445.112335205078,515.38818359375,515.38818359375,564.428084928894,TRUE
7347,532663.5791,4417714.11,31.4212989807129,42.1504135131836,14.449761390686,2,458.93896484375,522.015319824219,522.015319824219,580.631568256926,TRUE
7348,532688.5791,4417714.11,30.6056385040283,44.2714653015137,14.4212436676025,2,469.707336425781,529.740539550781,529.740539550781,597.442024849689,TRUE
7349,532713.5791,4417714.11,30.5706672668457,44.5082740783691,14.4225845336914,2,480.884613037109,538.516479492188,538.516479492188,614.809668154702,TRUE
7350,532738.5791,4417714.11,30.3003787994385,43.6823120117188,14.0658683776855,2,492.442901611328,548.292846679688,548.292846679688,632.688614609504,TRUE
7351,532763.5791,4417714.11,31.3780097961426,49.899600982666,14.791446685791,2,503.115264892578,559.016967773438,559.016967773438,651.036740942086,TRUE
7352,532788.5791,4417714.11,32.6166687011719,51.5544395446777,13.9671602249146,2,514.781494140625,570.635620117188,570.635620117188,669.815491800907,TRUE
