"CellID","X","Y","Occurrence","Is_Occurrence_Cell","Min_Dist_to_Occurrence_m","Inside_50m_Buffer","Background_Eligible"
188,531688.5791,4419939.11,,FALSE,1413.4947750373,FALSE,TRUE
189,531713.5791,4419939.11,,FALSE,1409.08531823228,FALSE,TRUE
190,531738.5791,4419939.11,,FALSE,1405.1068959541,FALSE,TRUE
191,531763.5791,4419939.11,,FALSE,1401.56317876068,FALSE,TRUE
192,531788.5791,4419939.11,,FALSE,1398.45747130821,FALSE,TRUE
193,531813.5791,4419939.11,,FALSE,1395.79269737943,FALSE,TRUE
194,531838.5791,4419939.11,,FALSE,1393.5713864233,FALSE,TRUE
195,531863.5791,4419939.11,,FALSE,1391.79566174699,FALSE,TRUE
196,531888.5791,4419939.11,,FALSE,1390.46723048684,FALSE,TRUE
197,531913.5791,4419939.11,,FALSE,1389.58737546717,FALSE,TRUE
198,531938.5791,4419939.11,,FALSE,1389.15694903698,FALSE,TRUE
199,531963.5791,4419939.11,,FALSE,1389.17636895311,FALSE,TRUE
200,531988.5791,4419939.11,,FALSE,1389.64561635611,FALSE,TRUE
201,532013.5791,4419939.11,,FALSE,1390.56423586174,FALSE,TRUE
202,532038.5791,4419939.11,,FALSE,1391.93133776697,FALSE,TRUE
203,532063.5791,4419939.11,,FALSE,1393.74560234561,FALSE,TRUE
204,532088.5791,4419939.11,,FALSE,1396.00528618545,FALSE,TRUE
205,532113.5791,4419939.11,,FALSE,1398.70823049617,FALSE,TRUE
206,532138.5791,4419939.11,,FALSE,1401.85187129658,FALSE,TRUE
207,532163.5791,4419939.11,,FALSE,1405.43325137046,FALSE,TRUE
208,532188.5791,4419939.11,,FALSE,1409.44903386314,FALSE,TRUE
209,532213.5791,4419939.11,,FALSE,1413.89551737663,FALSE,TRUE
210,532238.5791,4419939.11,,FALSE,1418.76865240875,FALSE,TRUE
211,532263.5791,4419939.11,,FALSE,1424.06405897267,FALSE,TRUE
212,532288.5791,4419939.11,,FALSE,1429.77704522689,FALSE,TRUE
213,532313.5791,4419939.11,,FALSE,1435.90262694158,FALSE,TRUE
214,532338.5791,4419939.11,,FALSE,1442.4355476269,FALSE,TRUE
215,532363.5791,4419939.11,,FALSE,1449.37029914985,FALSE,TRUE
216,532388.5791,4419939.11,,FALSE,1456.70114267056,FALSE,TRUE
217,532413.5791,4419939.11,,FALSE,1464.42212973504,FALSE,TRUE
218,532438.5791,4419939.11,,FALSE,1472.52712336911,FALSE,TRUE
219,532463.5791,4419939.11,,FALSE,1481.00981902812,FALSE,TRUE
220,532488.5791,4419939.11,,FALSE,1489.86376526772,FALSE,TRUE
221,532513.5791,4419939.11,,FALSE,1499.08238401287,FALSE,TRUE
222,532538.5791,4419939.11,,FALSE,1508.65899031481,FALSE,TRUE
223,532563.5791,4419939.11,,FALSE,1518.58681149867,FALSE,TRUE
224,532588.5791,4419939.11,,FALSE,1528.85900561749,FALSE,TRUE
225,532613.5791,4419939.11,,FALSE,1539.46867914151,FALSE,TRUE
226,532638.5791,4419939.11,,FALSE,1550.40890382431,FALSE,TRUE
227,532663.5791,4419939.11,,FALSE,1561.67273269969,FALSE,TRUE
228,532688.5791,4419939.11,,FALSE,1573.25321517475,FALSE,TRUE
229,532713.5791,4419939.11,,FALSE,1585.14341119588,FALSE,TRUE
230,532738.5791,4419939.11,,FALSE,1597.33640447393,FALSE,TRUE
231,532763.5791,4419939.11,,FALSE,1609.82531476483,FALSE,TRUE
232,532788.5791,4419939.11,,FALSE,1622.60330920952,FALSE,TRUE
233,532813.5791,4419939.11,,FALSE,1635.6636127449,FALSE,TRUE
234,532838.5791,4419939.11,,FALSE,1648.99951760384,FALSE,TRUE
235,532863.5791,4419939.11,,FALSE,1662.60439192783,FALSE,TRUE
236,532888.5791,4419939.11,,FALSE,1676.47168752046,FALSE,TRUE
237,532913.5791,4419939.11,,FALSE,1690.59494677397,FALSE,TRUE
238,532938.5791,4419939.11,,FALSE,1704.96780880393,FALSE,TRUE
239,532963.5791,4419939.11,,FALSE,1719.58401482966,FALSE,TRUE
240,532988.5791,4419939.11,,FALSE,1734.43741283959,FALSE,TRUE
241,531013.5791,4419914.11,,FALSE,1654.59366433508,FALSE,TRUE
242,531038.5791,4419914.11,,FALSE,1640.57433512102,FALSE,TRUE
243,531063.5791,4419914.11,,FALSE,1626.81839922524,FALSE,TRUE
244,531088.5791,4419914.11,,FALSE,1613.33259406043,FALSE,TRUE
245,531113.5791,4419914.11,,FALSE,1600.12374960744,FALSE,TRUE
246,531138.5791,4419914.11,,FALSE,1587.19878057469,FALSE,TRUE
247,531163.5791,4419914.11,,FALSE,1574.56467763562,FALSE,TRUE
248,531188.5791,4419914.11,,FALSE,1562.22849771017,FALSE,TRUE
249,531213.5791,4419914.11,,FALSE,1550.19735326111,FALSE,TRUE
250,531238.5791,4419914.11,,FALSE,1538.47840058213,FALSE,TRUE
251,531263.5791,4419914.11,,FALSE,1527.07882706092,FALSE,TRUE
252,531288.5791,4419914.11,,FALSE,1516.00583740887,FALSE,TRUE
253,531313.5791,4419914.11,,FALSE,1505.26663885763,FALSE,TRUE
254,531338.5791,4419914.11,,FALSE,1494.86842533306,FALSE,TRUE
255,531363.5791,4419914.11,,FALSE,1484.81836062791,FALSE,TRUE
256,531388.5791,4419914.11,,FALSE,1475.12356060696,FALSE,TRUE
257,531413.5791,4419914.11,,FALSE,1465.79107449109,FALSE,TRUE
258,531438.5791,4419914.11,,FALSE,1456.8278652805,FALSE,TRUE
259,531463.5791,4419914.11,,FALSE,1448.24078939165,FALSE,TRUE
260,531488.5791,4419914.11,,FALSE,1440.03657559721,FALSE,TRUE
261,531513.5791,4419914.11,,FALSE,1432.22180337326,FALSE,TRUE
262,531538.5791,4419914.11,,FALSE,1424.80288077255,FALSE,TRUE
263,531563.5791,4419914.11,,FALSE,1417.78602195738,FALSE,TRUE
264,531588.5791,4419914.11,,FALSE,1411.17722453905,FALSE,TRUE
265,531613.5791,4419914.11,,FALSE,1404.98224688348,FALSE,TRUE
266,531638.5791,4419914.11,,FALSE,1399.20658555402,FALSE,TRUE
267,531663.5791,4419914.11,,FALSE,1393.85545307171,FALSE,TRUE
268,531688.5791,4419914.11,,FALSE,1388.93375618052,FALSE,TRUE
269,531713.5791,4419914.11,,FALSE,1384.44607481033,FALSE,TRUE
270,531738.5791,4419914.11,,FALSE,1380.39664193222,FALSE,TRUE
271,531763.5791,4419914.11,,FALSE,1376.78932450021,FALSE,TRUE
272,531788.5791,4419914.11,,FALSE,1373.62760566965,FALSE,TRUE
273,531813.5791,4419914.11,,FALSE,1370.91456847527,FALSE,TRUE
274,531838.5791,4419914.11,,FALSE,1368.65288114179,FALSE,TRUE
275,531863.5791,4419914.11,,FALSE,1366.84478418646,FALSE,TRUE
276,531888.5791,4419914.11,,FALSE,1365.49207945624,FALSE,TRUE
277,531913.5791,4419914.11,,FALSE,1364.59612122332,FALSE,TRUE
